"VARNAME1","VARNAME2","CORCOEF"
"PCLDEND0","T10_700SD",-0.434894361335252
"PCLDEND0","T10_850SD",-0.457439367536945
"PCLDEND0","T10_950SD",-0.426228499472484
"PCLDEND0","T20_1000MN",-0.484696466786718
"PCLDEND0","T20_1000SD",-0.428372981251324
"PCLDEND0","T20_1100SD",-0.418660535209822
"PCLDEND0","T20_1200SD",-0.420590974991989
"PCLDEND0","T20_1300SD",-0.421589535963696
"PCLDEND0","T20_1600SD",-0.390699360037711
"PCLDEND0","T20_1700SD",-0.389801583137101
"PCLDEND0","T20_1800SD",-0.38171347924734
"PCLDEND0","T20_1900SD",-0.380609671457609
"PCLDEND0","T20_2000SD",-0.379707070163956
"PCLDEND0","T5_100MN",-0.307443807643151
"PCLDEND0","T5_50MN",-0.230504070465213
"PCLDEND0","T5_50SD",-0.100913356182385
"PCLDEND0","T5_75MN",-0.279729296549017
"PCLDEND1","BLDADEN",-0.431646958473843
"PCLDEND1","BLDADEND1",0.488953362991456
"PCLDEND1","BLDADEND5",-0.147634648839373
"PCLDEND1","BLDADEND8",-0.0587139240376276
"PCLDEND1","BLDDEND2",0.0902702702702703
"PCLDEND1","BLDDEND7",-0.0587139240376276
"PCLDEND1","PCLDEN",-0.243595082153572
"PCLDEND1","PCLDEND0",-0.205498734131697
"PCLDEND1","PCLDEND1",1
"PCLDEND1","PCLDEND2",-0.355934248407187
"PCLDEND1","PCLDEND4",-0.205498734131697
"PCLDEND1","PCLDEND5",-0.102749367065848
"PCLDEND1","PCLDEND6",-0.0587139240376276
"PCLDEND1","RDDEND0",-0.149387423555674
"PCLDEND1","RDDEND1",0.171912484941722
"PCLDEND1","RDDEND2",-0.0587139240376276
"PCLDEND1","SAGESAND0",0.0218036777052577
"PCLDEND1","SAGESAND1",-0.0842887457794007
"PCLDEND1","SAGESAND5",-0.0194882417975639
"PCLDEND1","SAGESTR3",-0.0917627136829153
"PCLDEND1","SAGESTRD10",-0.0587139240376276
"PCLDEND1","SDENSAN",-0.092853988518874
"PCLDEND1","SDENSAND10",-0.0650851197087428
"PCLDEND1","SDENSTR",-0.0883081683614531
"PCLDEND1","SDIASTR2",-0.0577798861187942
"PCLDEND1","SDIASTR3",-0.162615164911274
"PCLDEND1","SDIASTRD0",-0.0829208185837842
"PCLDEND1","SDIASTRD4",-0.0554193452110135
"PCLDEND1","SDIASTRD7",-0.120514011743982
"PCLDEND1","SDIASTRD8",-0.034094590044673
"PCLDEND1","SLOPSAN4",-0.0900467908586077
"PCLDEND1","SLOPSAND1",-0.173327437628017
"PCLDEND1","SLOPSAND6",-0.00945181109491555
"PCLDEND1","SLOPSTR1",-0.088308168361453
"PCLDEND1","SLOPSTRD0",-0.0882973482486624
"PCLDEND1","SPAGESAN1",-0.0834609406561725
"PCLDEND1","SPAGESTR3",-0.144681955862586
"PCLDEND1","SPDIASTR2",0.0427121098088625
"PCLDEND1","T10_1000MN",0.0660129245249011
"PCLDEND1","T10_1000SD",0.0121552835035642
"PCLDEND1","T10_250SD",0.0287824673469287
"PCLDEND1","T10_400SD",0.0480021495943614
"PCLDEND1","T10_450MN",0.0938315606866026
"PCLDEND1","T10_450SD",0.0503136325081813
"PCLDEND1","T10_650SD",0.0907313995102615
"PCLDEND1","T10_700SD",0.0819902714036979
