VARSET3,VARNAMES3,FUNCLABEL3,DFCOEF3
19,MSxv,LN2,0.562550589
19,SBPSxc,LN2,1.694549513
19,SBSdw,LN2,-0.527498229
19,VRI_BPH_PL,LN2,0.006500605
19,VRI_BPH_SX,LN2,0.056879208
19,VRI_HT_AT,LN2,0.033596771
19,VRI_HT_FD,LN2,-0.062592104
19,B4_MEAN,LN3,0.030343656
19,B5_STDEV,LN3,-0.136201064
19,LVI_NDVI73M,LN3,-0.001698051
19,LVI_WETM,LN3,-0.147303492
19,MSxv,LN3,1.647892903
19,SBPSxc,LN3,1.420415855
19,SBSdw,LN3,0.524555416
19,VRI_BPH_PL,LN3,-0.067050701
19,VRI_BPH_SX,LN3,-0.090021823
19,VRI_HT_AT,LN3,-0.061359052
19,VRI_HT_FD,LN3,-0.037034151
19,B4_MEAN,LN4,0.009060826
19,B5_STDEV,LN4,-0.117227705
19,LVI_NDVI73M,LN4,0.001312178
19,LVI_WETM,LN4,0.332371515
19,MSxv,LN4,-1.054119149
19,SBPSxc,LN4,0.268811301
19,SBSdw,LN4,-2.115578996
19,VRI_BPH_PL,LN4,-0.053618712
19,VRI_BPH_SX,LN4,-0.093642116
19,VRI_HT_AT,LN4,-0.129234097
19,VRI_HT_FD,LN4,-0.000944483
20,B4_MEAN,LN1,-0.000930986
20,B5_STDEV,LN1,-0.033393669
20,LVI_LAISRS,LN1,0.01069439
20,LVI_NDVI73M,LN1,0.000370831
20,LVI_WETM,LN1,-0.054822165
20,MSxv,LN1,0.022095287
20,SBSdw,LN1,-2.26644236
20,VRI_BPH_PL,LN1,0.002937779
20,VRI_BPH_SX,LN1,0.009246645
20,VRI_HT_AT,LN1,0.061138805
20,VRI_HT_FD,LN1,-0.311483901
20,B4_MEAN,LN2,0.002856821
20,B5_STDEV,LN2,0.186835061
20,LVI_LAISRS,LN2,0.054591358
20,LVI_NDVI73M,LN2,-0.000833803
20,LVI_WETM,LN2,0.307324295
20,MSxv,LN2,0.343908763
20,SBSdw,LN2,-0.477660839
20,VRI_BPH_PL,LN2,0.011869048
20,VRI_BPH_SX,LN2,0.06458668
20,VRI_HT_AT,LN2,0.040003435
20,VRI_HT_FD,LN2,-0.056577623
20,B4_MEAN,LN3,0.031728039
20,B5_STDEV,LN3,-0.054058329
20,LVI_LAISRS,LN3,-0.042395533
20,LVI_NDVI73M,LN3,-0.001901881
20,LVI_WETM,LN3,-0.046406183
20,MSxv,LN3,1.692604264
20,SBSdw,LN3,0.391184681
20,VRI_BPH_PL,LN3,-0.069877438
20,VRI_BPH_SX,LN3,-0.083958891
20,VRI_HT_AT,LN3,-0.058885151
20,VRI_HT_FD,LN3,-0.04863594
20,B4_MEAN,LN4,0.010072624
20,B5_STDEV,LN4,-0.058523827
20,LVI_LAISRS,LN4,-0.04378593
