LVI_FCOID,LVI_ELEV,LVI_SLOPE,LVI_ASPECT,LVI_DSPH,LVI_DVPH,LVI_AGE1,LVI_AGE2,LVI_HT1,LVI_HT2,LVI_CCPCT,LVI_CCASINS,LVI_BPH,LVI_ESI,LVI_LSPH,LVI_NPIXELS,B1_MEAN,B1_STDEV,B2_MEAN,B2_STDEV,B3_MEAN,B3_STDEV,B4_MEAN,B4_STDEV,B5_MEAN,B5_STDEV,B7_MEAN,B7_STDEV,LVI_LAIIRM,LVI_LAIIRS,LVI_LAISRM,LVI_LAISRS,LVI_PCA1M,LVI_PCA1S,LVI_PCA2M,LVI_PCA2S,LVI_NDVI35M,LVI_NDVI35S,LVI_NDVI43M,LVI_NDVI43S,LVI_NDVI45M,LVI_NDVI45S,LVI_NDVI73M,LVI_NDVI73S,LVI_BRIGHTM,LVI_BRIGHTS,LVI_GREENM,LVI_GREENS,LVI_WETM,LVI_WETS,LVI_DEMM,LVI_DEMS,LVI_SLOPEM,LVI_SLOPES,LVI_ASPECTM,LVI_ASPECTS,LVI_CENTX,LVI_CENTY,LVI_PROP_AT,LVI_PROP_FD,LVI_PROP_PL,LVI_PROP_SX,LVI_HT_AT,LVI_HT_FD,LVI_HT_PL,LVI_HT_SX,LVI_AGE_AT,LVI_AGE_FD,LVI_AGE_PL,LVI_AGE_SX,ODDS_AT,ODDS_FD,ODDS_PL,ODDS_SX,LODDS_AT,LODDS_FD,LODDS_PL,LODDS_SX,ARCSIN_AT,ARCSIN_FD,ARCSIN_PL,ARCSIN_SX,LVI_BPH_AT,LVI_BPH_FD,LVI_BPH_PL,LVI_BPH_SX,LVI_ESI_AT,LVI_ESI_FD,LVI_ESI_PL,LVI_ESI_SX,SBS,SBPS,MS,SBSmc,SBPSdc,SBPSmk,SBSdc,SBSdw,SBSmk,SBPSmc,MSmc,MSxv,SBPSxv,MSmk,SBPSxc,MSdc,LVI_BECZ,LVI_BECZS,CLASS2,CLASS3,CLASS4,CLASS5,CLASS6,CLASS7,CLASS8,CLASS9,CLASS10,CLASS11,CLASS12,CLASS13,CLASS14,CLASS15,CLASS16,CLASS17,CLASS18,CLASS19,CLASS20,CLASS21,CLASS22,CLASS23,CLASS24,CLASS25,STAGE_ELEV,STAGE_SLOPE,STAGE_COSA,STAGE_SINA,STAGE_SCOSA,STAGE_SSINA,STAGE_LES,STAGE_LESCOSA,STAGE_LESSINA,STAGE_EL2,STAGE_EL2S,STAGE_EL2SCOSA,STAGE_EL2SSINA,VRI_PROP_AT,VRI_PROP_FD,VRI_PROP_PL,VRI_PROP_SX,VRI_HT_AT,VRI_HT_FD,VRI_HT_PL,VRI_HT_SX,VRI_AGE_AT,VRI_AGE_FD,VRI_AGE_PL,VRI_AGE_SX,VRI_BPH_AT,VRI_BPH_FD,VRI_BPH_PL,VRI_BPH_SX,VRI_ESI_AT,VRI_ESI_FD,VRI_ESI_PL,VRI_ESI_SX
298999,1257.938,9.094,129.406,1500,69.729,90,0,16,0,10,0.322,8,12,200,32,82.219,1.732,65.75,1.732,51.469,2.646,54.844,3.464,51.563,2.449,114.813,3.464,8.733,1,16.233,2,-2.253,3.924,-18.325,4.582,4288.494,308.233,4529.47,400.182,304.072,276.142,4720.278,253.126,23.451,0.771,1.69,0.739,-6.942,0.522,1257.938,4.038,9.094,5.559,129.406,94.931,478172.337,5843598.353,0,0,1,0,0,0,16,0,0,0,90,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,8,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,0,0,0,4,4,4,4,4,4,4,4,4,4,4,15,15,17,17,17,17,17,17,17,17,1257.938,9.094,-0.63481143,-0.011079323,-5.772975146,-0.100755363,28.19143949,-17.89624802,-0.312342061,1582408.012,14390418.46,-9135202.123,-126.7439992,0,0,1,0,0,0,16.8,0,0,0,90,0,0,0,23.05,0,0,0,12.7,0
299006,1255.805,5.293,162.049,900,100.689,90,90,15,16,35,0.633,25,11.15,1300,41,80.268,1.414,63.951,2.236,48.146,2,54.122,2.449,44.488,1.732,105.268,2.646,12.488,1.414,23.073,2.828,-13.29,2.987,-14.371,2.729,3953.711,291.68,4745.502,294.245,976.359,251.157,4642.424,206.261,21.975,0.557,1.86,0.601,-5.371,0.443,1255.805,2.329,5.293,3.878,162.049,119.026,478017.222,5843588.298,0,0,0.95,0.05,0,0,15,16,0,0,90,90,0.001,0.001,19,0.053,-6.704,-6.704,2.944,-2.944,0,0,1.253,0.05,0,0,23.75,1.25,0,0,11.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,1,1,1,1,1,1,1,1,9,10,10,10,10,10,10,9,9,9,9,9,9,9,23,23,1255.805,5.293,-0.951320443,-0.016602911,-5.035339106,-0.087879208,16.40442499,-15.60586486,-0.27236121,1577046.198,8347305.526,-7940962.394,-110.3591494,0,0,1,0,0,0,16.8,0,0,0,90,0,0,0,23.05,0,0,0,12.7,0
192518,1243.6,7.2,247.8,150,42.082,160,130,24,22,40,0.685,25,9.82,700,10,80.2,2,62.6,2.646,45,2.646,53.1,3.317,37.4,6.708,100.3,11.269,21.333,7.937,36.778,12.884,-20.902,11.409,-11.913,5.224,3426.525,584.361,4931.798,256.972,1791.35,795.769,4223.86,1438.41,20.64,1.532,1.889,0.52,-4.043,1.657,1243.6,2.332,7.2,1.778,247.8,69.246,428784.233,5869128.414,0,0,0.2,0.8,0,0,22,24,0,0,130,160,0.001,0.001,0.25,4,-6.704,-6.704,-1.386,1.386,0,0,0.201,0.927,0,0,5,20,0,0,0,9.82,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1243.6,7.2,-0.377840787,-0.006594518,-2.720453665,-0.047480529,22.28421454,-8.419885154,-0.146953653,1546540.96,11135094.91,-4207293.023,-59.04678644,0,0,0.7,0.3,0,0,0.3,0.2,0,0,3,3,0,0,0,0,0,0,18,0
45068,598.809,59.143,271.905,0,8.272,250,0,35,0,10,0.322,5,16.5,50,21,78,1,56.571,2.449,34.714,1.414,56.714,5.196,22.19,2.449,77.857,2.828,75.6,10.247,102.8,10.05,-44.927,5.225,3.74,3.811,2267.096,540.629,6049.14,274.668,4380.619,322.134,4742.127,166.735,18.008,1.155,3.498,0.895,-0.229,0.356,598.809,24.375,59.143,24.345,271.905,58.338,500401.695,5903531.096,0,1,0,0,0,35,0,0,0,250,0,0,0.001,271.109,0.001,0.001,-6.704,5.603,-6.704,-6.704,0,1.571,0,0,0,5,0,0,0,16.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SBS,SBSdw,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,19,20,19,19,19,19,598.809,59.143,0.033242397,0.000580189,1.966055071,0.034314132,164.3000216,5.461726502,0.095325105,358572.2185,21207036.72,704972.7284,20.54761127,0.1,0.4,0,0.5,0,31.4,0,25.6,0,165,0,145,4.527,18.106,0,22.633,0,0,0,12.3
45071,599.32,40.12,148.08,0,8.272,130,110,30,27,45,0.735,35,18.03,900,25,80.6,1.414,61.44,2.828,37.8,1.732,73.48,6.708,30.12,2.828,82.88,2.646,75.522,14.697,100.636,11.619,-28.792,5.003,15.203,5.68,3290.322,539.569,6571.466,265.121,4181.182,380.856,4275.209,1288.63,21.822,1.269,6.227,1.186,-0.27,0.698,599.32,18.222,40.12,12.993,148.08,136.034,500251.37,5903458.855,0.15,0.75,0,0.1,27,30,0,0,110,130,0,0,0.176,3,0.001,0.111,-1.735,1.099,-6.704,-2.197,0.151,0.848,0,0.1,5.25,26.25,0,3.5,0,18.03,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SBS,SBSdw,0,0,0,0,0,0,5,8,8,8,8,8,8,14,14,14,14,14,14,14,14,14,14,14,599.32,40.12,-0.848787176,-0.014813589,-34.05334151,-0.594321192,111.4687184,-94.61321875,-1.651251785,359184.4624,14410480.63,-12231431.16,-356.1885767,0.1,0.4,0,0.5,0,31.4,0,25.6,0,165,0,145,4.527,18.106,0,22.633,0,0,0,12.3
45076,676.353,70.137,284.667,0,8.272,130,110,30,27,55,0.835,50,18.03,1100,51,76.647,1.732,53.078,2.646,33.588,1.414,46.667,5,15.863,2.236,72.412,2.449,0,0,0,0,-56.51,4.463,-2.049,4.185,768.854,769.832,5502.26,364.829,4933.457,494.459,4586.545,240.245,15.486,1.037,1.853,0.876,0.231,0.533,676.353,45.16,70.137,13.113,284.667,115.3,500396.02,5903328.724,0.15,0.85,0,0,27,30,0,0,110,130,0,0,0.176,5.667,0.001,0.001,-1.735,1.735,-6.704,-6.704,0.151,1.016,0,0,7.5,42.5,0,0,0,18.03,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SBS,SBSdw,0,0,0,0,0,0,5,8,8,8,8,8,8,14,14,14,14,14,14,14,14,14,14,14,676.353,70.137,0.253200796,0.004419173,17.75874425,0.309947549,198.5448758,50.27172064,0.87740419,457453.3806,32084407.76,8123797.592,209.6339548,0.1,0.4,0,0.5,0,31.4,0,25.6,0,165,0,145,4.527,18.106,0,22.633,0,0,0,12.3
331798,1218.5,1.5,44.5,50,26.352,80,80,19,20,40,0.685,11,15.48,550,6,79.333,2,65,3.317,48,1.732,65.5,3,36.667,2.828,94.5,2,35.667,6,57.5,8.062,-18.201,4.459,0.909,2.884,3111.97,275.973,5461.432,209.141,2829.423,300.214,4222.601,66.369,22.314,0.84,4.053,0.612,-2.397,0.419,1218.5,0.5,1.5,1.258,44.5,96.235,447025.382,5832712.568,0,0,0.95,0.05,0,0,19,20,0,0,80,80,0.001,0.001,19,0.053,-6.704,-6.704,2.944,-2.944,0,0,1.253,0.05,0,0,10.45,0.55,0,0,15.48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SBPS,SBPSxv,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,1218.5,1.5,0.713250449,0.012448247,1.069875674,0.018672371,4.629272707,3.301830838,0.057626331,1484742.25,2227113.375,1588489.615,22.75228384,0,0,1,0,0,0,14.6,0,0,0,80,0,0,0,23.393,0,0,0,11.7,0
299031,1248.461,11.769,182.692,850,100.019,90,90,15,16,10,0.322,8,11.15,450,13,81.846,1.732,68,2,49.615,1,66.308,1.732,57.462,2,117.538,2.646,10.692,0,20,1.414,6.061,3.096,-10.014,1.803,4862.797,166.142,5391.632,132.095,716.091,158.14,4950.926,105.57,25.836,0.543,3.885,0.387,-7.197,0.379,1248.461,3.411,11.769,6.553,182.692,73.941,477989.659,5843332.87,0,0,0.95,0.05,0,0,15,16,0,0,90,90,0.001,0.001,19,0.053,-6.704,-6.704,2.944,-2.944,0,0,1.253,0.05,0,0,7.6,0.4,0,0,11.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,1,1,1,1,1,1,1,1,9,10,10,10,10,10,10,9,9,9,9,9,9,9,23,23,1248.461,11.769,-0.998896443,-0.017433149,-11.75601223,-0.205170727,36.44532951,-36.40511,-0.635356847,1558654.869,18343809.15,-18323565.7,-256.1476504,0,0,1,0,0,0,16.8,0,0,0,90,0,0,0,23.05,0,0,0,12.7,0
85338,885.192,2.077,30.769,200,53.832,80,130,15,18,40,0.685,25,12.01,1500,26,86.154,2.449,66.962,2.646,48,1.732,55.692,4.123,34.808,3.742,93.885,5.385,28.115,13.077,46.692,16.093,-20.063,6.058,-7.648,4.707,2858.779,466.281,4859.514,294.355,2313.536,614.586,4188.003,221.888,20.956,0.934,2.01,0.745,-2.728,1.006,885.192,1.272,2.077,1.412,30.769,45.729,459878.582,5891172.224,0.05,0,0.85,0.1,0,0,15,18,0,0,80,130,0.053,0.001,5.667,0.111,-2.944,-6.704,1.735,-2.197,0.05,0,1.016,0.1,1.25,0,21.25,2.5,0,0,12.01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,885.192,2.077,0.859236813,0.014995949,1.784634861,0.031146587,6.122015293,5.26026091,0.091805431,783564.8769,1627464.249,1398377.195,27.57070945,0,0,0.8,0.2,0,0,20.2,0,0,0,130,0,0,0,25.318,6.33,0,0,13.1,0
36895,1134.821,5,83.615,10,6.6,70,130,16,22,60,0.886,25,13.94,1600,39,80.872,1.414,62.026,2,42,2,62.487,2,29.897,1,87.077,2.236,52.923,7.874,78.59,8.832,-28.13,5.2,2.969,2.339,2804.417,253.04,5760.966,212.289,3435.709,607.782,3948.359,1349.387,20.564,0.392,3.787,0.741,-1.253,0.37,1134.821,3.788,5,1.935,83.615,130.287,421380.775,5905271.097,0,0,0.95,0.05,0,0,16,22,0,0,70,130,0.001,0.001,19,0.053,-6.704,-6.704,2.944,-2.944,0,0,1.253,0.05,0,0,23.75,1.25,0,0,13.94,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,2,2,2,2,6,6,6,9,10,10,6,6,6,6,10,10,10,10,10,21,21,21,21,1134.821,5,0.111208761,0.001940958,0.556043803,0.009704789,15.27654947,1.698886132,0.029651138,1287818.702,6439093.51,716083.6084,11.01319841,0,0,0.9,0.1,0,0,13.7,0,0,0,57,0,0,0,18.007,2.001,0,0,13.7,0
299040,1233.022,9.652,214.826,800,125.945,90,90,16,18,15,0.398,8,12,300,46,81.196,2.236,65.978,2.646,49.174,1.732,58.609,3.873,48.239,2.828,109.674,3.464,12.5,2,23.087,3.742,-6.149,5.135,-12.702,3.289,4200.823,226.787,4965.595,226.976,966.737,327.259,4719.963,148.307,23.31,0.968,2.566,0.634,-5.824,0.606,1233.022,5.844,9.652,3.344,214.826,23.415,477874.849,5843236.856,0,0,0.8,0.2,0,0,16,18,0,0,90,90,0.001,0.001,4,0.25,-6.704,-6.704,1.386,-1.386,0,0,0.927,0.201,0,0,6.4,1.6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,MS,MSmk,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,9,9,9,9,9,9,9,23,23,1233.022,9.652,-0.820890143,-0.014326746,-7.92323166,-0.138281749,29.83744865,-24.49326749,-0.427473537,1520343.252,14674353.07,-12046031.79,-170.5044386,0,0,1,0,0,0,16.8,0,0,0,90,0,0,0,23.05,0,0,0,12.7,0
225314,1196.708,8.583,194.375,550,110.242,175,0,25,0,25,0.524,20,9.53,400,24,79.667,1.732,64.042,2.236,45.75,3,58.333,4.123,40.708,3.317,100.125,3.606,20.083,5.099,35.25,7.874,-17.13,5.077,-7.704,3.392,3783.831,421.394,5216.699,297.167,1780.87,430.038,4647.42,298.365,21.844,1.005,2.849,0.729,-4.133,0.729,1196.708,2.541,8.583,3.226,194.375,69.781,488481.974,5860155.636,0,0,0,1,0,0,0,25,0,0,0,175,0.001,0.001,0.001,271.109,-6.704,-6.704,-6.704,5.603,0,0,0,1.571,0,0,0,20,0,0,0,9.53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,1,1,1,5,5,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,22,22,22,1196.708,8.583,-0.96869158,-0.016906052,-8.314279834,-0.145104645,26.42148621,-25.59427123,-0.446683022,1432110.037,12291800.45,-11906963.6,-173.6478895,0,0,0.9,0.1,0,0,24,0,0,0,132,0,0,0,37.889,4.21,0,0,16.2,0
200027,903.917,11.833,127.083,300,72.152,110,110,22,20,10,0.322,5,14.61,125,12,84.25,2.828,72.333,3.606,48.5,4.69,122.2,4.123,58,3.873,104.167,4.472,63,13.304,89.5,14.177,24.738,6.511,51.522,7.593,4988.514,339.49,7382.795,291.897,3802.15,363.283,4582.342,290.844,34.527,1.225,15.481,1.551,-1.092,0.931,903.917,5.649,11.833,8.071,127.083,68.715,498580.037,5865605.974,0.9,0,0,0.1,22,0,0,20,110,0,0,110,9,0.001,0.001,0.111,2.197,-6.704,-6.704,-2.197,1.12,0,0,0.1,4.5,0,0,0.5,14.61,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,903.917,11.833,-0.602971313,-0.01052364,-7.13495955,-0.124526238,34.9855513,-21.09528382,-0.368175363,817065.9429,9668341.302,-5829732.452,-112.5613831,1,0,0,0,19.7,0,0,0,120,0,0,0,7.405,0,0,0,12.2,0,0,0
265934,1459.774,1.736,14.925,50,13.9,90,0,17,0,30,0.58,20,12.77,500,53,82.245,2,64.981,2,52.302,3,51.226,2.828,53.453,3.606,117.585,5,6.902,1.414,12.683,3.464,-1.274,5.42,-22.622,6.039,4369.004,206.796,4195.115,331.268,-208.507,456.375,4752.028,185.563,23.266,0.825,0.985,0.579,-7.73,0.888,1459.774,0.792,1.736,0.935,14.925,43.163,407956.737,5852699.612,0,0,1,0,0,0,17,0,0,0,90,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,20,0,0,0,12.77,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1459.774,1.736,0.966263792,0.016863685,1.677433943,0.029275358,5.493716141,5.30837899,0.0926443,2130940.131,3699312.068,3574511.306,42.73540577,0,0,1,0,0,0,11.5,0,0,0,92,0,0,0,12.426,0,0,0,8.2,0
36901,1139.9,3.55,93.55,100,33.5,70,0,16,0,50,0.785,20,13.94,900,20,81.7,1.414,63.45,2,44.7,2,60.25,2.449,34.55,2,93.45,3.606,33.75,8.367,54.9,10.954,-22.542,2.861,-2.567,3.469,3171.749,322.602,5418.575,278.75,2711.593,425.549,4463.375,248.608,21.173,0.407,3.231,0.516,-2.508,0.71,1139.9,2.047,3.55,1.774,93.55,144.78,421488.303,5905179.164,0,0,1,0,0,0,16,0,0,0,70,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,20,0,0,0,13.94,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1139.9,3.55,-0.061919553,-0.0010807,-0.219814414,-0.003836485,10.85322891,-0.672027084,-0.011729083,1299372.01,4612770.636,-285620.6963,-4.373208696,0,0,0.9,0.1,0,0,13.7,0,0,0,57,0,0,0,18.007,2.001,0,0,13.7,0
45094,771.4,23.733,252.333,10,10.666,130,90,28,22,55,0.835,35,16.8,900,15,78.8,1.732,60.667,2.646,37,2.449,69.267,7.28,22.8,1.732,77.933,1.732,118,1.414,0,0,-37.289,5.576,13.878,6.725,2118.737,371.141,6463.167,245.7,5036.151,230.87,4499.47,263.246,20.077,1.405,5.535,1.206,0.888,0.478,771.4,3.738,23.733,16.909,252.333,120.278,500436.339,5903167.231,0.05,0.8,0.1,0.05,0,28,22,0,0,130,90,0,0.053,4,0.111,0.053,-2.944,1.386,-2.197,-2.944,0.05,0.927,0.1,0.05,1.75,28,3.5,1.75,0,16.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SBS,SBSdw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,771.4,23.733,-0.303484317,-0.005296776,-7.202593293,-0.12570838,68.53716048,-20.79995333,-0.363025972,595057.96,14122510.56,-4285960.472,-96.9714442,0.1,0.4,0.2,0.3,0,24.8,0,24,0,95,0,95,5.124,20.496,10.248,15.372,0,17.7,0,0
299048,1244.722,16,198,600,89.169,90,0,17,0,10,0.322,5,12.77,100,18,85.111,1.414,70.056,2.828,52.667,3.464,70.889,3,59.833,2,119.722,2.646,11.611,1.414,21.556,2.449,12.914,5.044,-7.725,2.558,4795.736,198.696,5419.123,220.408,843.797,232.661,4798.82,217.799,27.117,0.846,4.406,0.495,-7.166,0.418,1244.722,5.183,16,5.588,198,40.355,478096.778,5843221.497,0,0,1,0,0,0,17,0,0,0,90,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,5,0,0,0,12.77,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,0,0,3,3,3,3,3,3,3,3,3,3,3,3,15,15,17,17,17,17,17,17,17,17,1244.722,16,-0.951056516,-0.016598305,-15.21690426,-0.265572885,49.52673815,-47.10272705,-0.822059922,1549332.857,24789325.72,-23576049.76,-330.5644131,0,0,1,0,0,0,16.8,0,0,0,90,0,0,0,23.05,0,0,0,12.7,0
36907,1143,3.238,56,25,7.1,70,110,16,18,55,0.835,20,13.94,850,21,81.619,1.732,64.476,2.449,44.857,2.449,64.048,3.606,34.619,2,92.333,3.464,38.905,7.616,61.714,9.592,-21.315,3.48,1.218,3.809,3167.507,320.098,5618.649,218.849,2979.488,336.491,4400.307,314.468,21.719,0.738,3.914,0.675,-2.111,0.592,1143,1.826,3.238,1.688,56,97.992,421331.645,5905053.381,0,0,0.95,0.05,0,0,16,18,0,0,70,110,0.001,0.001,19,0.053,-6.704,-6.704,2.944,-2.944,0,0,1.253,0.05,0,0,19,1,0,0,13.94,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,1143,3.238,0.559192903,0.009759602,1.810666621,0.031601593,9.903183467,5.537789917,0.096651133,1306449,4230281.862,2365543.597,36.12062023,0,0,0.9,0.1,0,0,13.7,0,0,0,57,0,0,0,18.007,2.001,0,0,13.7,0
225324,1193.222,6.778,210.519,600,116.512,175,130,25,22,30,0.58,15,9.53,450,27,79.63,1.414,61.889,2.236,45.556,2.646,55.704,4.123,42.37,3.873,102.667,5.568,15.963,4.583,28.741,7.55,-16.853,6.315,-11.178,4.216,3969.392,346.709,5056.919,370.805,1363.662,479.056,4758.807,230.24,21.677,1.07,2.415,0.789,-4.844,0.916,1193.222,2.82,6.778,2.529,210.519,82.348,488535.796,5859921.303,0,0,0.1,0.9,0,0,22,25,0,0,130,175,0.001,0.001,0.111,9,-6.704,-6.704,-2.197,2.197,0,0,0.1,1.12,0,0,1.5,13.5,0,0,0,9.53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,1193.222,6.778,-0.861460807,-0.015034761,-5.83898135,-0.10190561,20.85648259,-17.96704232,-0.313572231,1423778.741,9650372.308,-8313417.516,-121.5960157,0,0,0.9,0.1,0,0,24,0,0,0,132,0,0,0,37.889,4.21,0,0,16.2,0
299053,1233.794,9.059,217.441,1300,88.049,90,0,15,0,10,0.322,7,11.15,300,34,82.294,1.414,67.618,2.646,50.647,2,62.118,3.317,54.676,2,116.765,3.464,10.176,1,19.059,2.236,3.295,4.281,-13.346,3.044,4590.047,224.117,5074.702,243.136,633.347,226.36,4847.143,185.756,24.926,0.813,3.026,0.618,-6.98,0.498,1233.794,5.417,9.059,4,217.441,31.76,478049.512,5843115.646,0,0,1,0,0,0,15,0,0,0,90,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,7,0,0,0,11.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,0,0,3,3,3,3,3,3,3,3,3,3,3,3,15,15,17,17,17,17,17,17,17,17,1233.794,9.059,-0.793979788,-0.013857118,-7.192662901,-0.125531632,28.00675467,-22.23679714,-0.388092904,1522247.634,13790041.32,-10949014.09,-154.8801742,0,0,1,0,0,0,16.8,0,0,0,90,0,0,0,23.05,0,0,0,12.7,0
45105,628.345,52.207,317.69,50,20.042,130,130,33,30,35,0.633,25,19.83,600,29,78.621,1,58.414,2,35.172,2,51.207,2.828,21.483,3.606,78.552,4.243,50.75,2,76.25,2.449,-45.908,4.786,-1.486,3.508,2004.441,787.202,5684.405,260.313,4119.039,780.596,4722.508,273.42,17.255,0.798,2.383,0.533,-0.555,0.886,628.345,19.836,52.207,8.252,317.69,13.039,500012.216,5903051.741,0.05,0.85,0,0.1,0,33,0,30,0,130,0,130,0.053,5.667,0.001,0.111,-2.944,1.735,-6.704,-2.197,0.05,1.016,0,0.1,1.25,21.25,0,2.5,0,19.83,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SBS,SBSdw,1,2,2,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,628.345,52.207,0.739513621,0.012906589,38.6077876,0.673814302,146.1215869,108.0589038,1.885931293,394817.439,20612234.04,15243027.83,423.3878475,0.1,0.4,0,0.5,0,31.4,0,25.6,0,165,0,145,4.527,18.106,0,22.633,0,0,0,12.3
36914,1144.529,3.706,86.382,350,76.6,110,130,17,19,35,0.633,18,11.47,700,34,83.265,2,68.853,2.646,48.088,2.236,63.529,3,44.5,2,103.529,2.828,19.529,4.69,34.735,7.071,-7.948,3.446,-5.38,3.66,3959.918,296.86,5348.846,205.172,1758.854,390.993,4582.384,216.072,23.475,0.571,3.447,0.58,-4.342,0.686,1144.529,1.719,3.706,1.6,86.382,105.888,421429.509,5904990.636,0,0,0.9,0.1,0,0,17,19,0,0,110,130,0.001,0.001,9,0.111,-6.704,-6.704,2.197,-2.197,0,0,1.12,0.1,0,0,16.2,1.8,0,0,11.47,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,2,2,2,2,6,6,6,6,6,6,9,9,9,9,16,16,16,16,16,16,16,16,16,1144.529,3.706,0.063104056,0.001101373,0.233863631,0.00408169,11.33667656,0.71539027,0.012485913,1309946.632,4854662.218,306348.8753,4.671612037,0,0,0.9,0.1,0,0,25.4,0,0,0,196,0,0,0,38.814,4.313,0,0,15.5,0
45108,730.237,51.553,313.974,0,8.272,130,0,35,0,15,0.398,15,21.07,150,38,77.053,2,55.5,2.646,34.421,1.414,49.211,5,16.474,2.236,72.974,2.449,0,0,0,0,-53.687,4.233,-0.353,4.368,843.335,721.811,5601.542,377.509,4990.143,456.073,4518.785,257.804,16.048,1.016,2.198,0.878,0.384,0.508,730.237,31.098,51.553,11.951,313.974,11.572,500197.763,5902939.046,0,1,0,0,0,35,0,0,0,130,0,0,0.001,271.109,0.001,0.001,-6.704,5.603,-6.704,-6.704,0,1.571,0,0,0,15,0,0,0,21.07,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SBS,SBSdw,0,0,0,0,0,0,5,8,8,8,8,8,8,8,8,8,8,8,19,20,20,20,20,20,730.237,51.553,0.694331873,0.012118081,35.79489104,0.624723413,147.6507902,102.5186497,1.789244188,533246.0762,27490434.96,19087485.2,456.1961511,0.1,0.4,0.2,0.3,0,24.8,0,24,0,95,0,95,5.124,20.496,10.248,15.372,0,17.7,0,0
