LVI_FCOID,LVI_ELEV,LVI_SLOPE,LVI_ASPECT,LVI_DSPH,LVI_DVPH,LVI_AGE1,LVI_AGE2,LVI_HT1,LVI_HT2,LVI_CCPCT,LVI_CCASINS,LVI_BPH,LVI_ESI,LVI_LSPH,LVI_NPIXELS,B1_MEAN,B1_STDEV,B2_MEAN,B2_STDEV,B3_MEAN,B3_STDEV,B4_MEAN,B4_STDEV,B5_MEAN,B5_STDEV,B7_MEAN,B7_STDEV,LVI_LAIIRM,LVI_LAIIRS,LVI_LAISRM,LVI_LAISRS,LVI_PCA1M,LVI_PCA1S,LVI_PCA2M,LVI_PCA2S,LVI_NDVI35M,LVI_NDVI35S,LVI_NDVI43M,LVI_NDVI43S,LVI_NDVI45M,LVI_NDVI45S,LVI_NDVI73M,LVI_NDVI73S,LVI_BRIGHTM,LVI_BRIGHTS,LVI_GREENM,LVI_GREENS,LVI_WETM,LVI_WETS,LVI_DEMM,LVI_DEMS,LVI_SLOPEM,LVI_SLOPES,LVI_ASPECTM,LVI_ASPECTS,LVI_CENTX,LVI_CENTY,LVI_PROP_AT,LVI_PROP_FD,LVI_PROP_PL,LVI_PROP_SX,LVI_HT_AT,LVI_HT_FD,LVI_HT_PL,LVI_HT_SX,LVI_AGE_AT,LVI_AGE_FD,LVI_AGE_PL,LVI_AGE_SX,ODDS_AT,ODDS_FD,ODDS_PL,ODDS_SX,LODDS_AT,LODDS_FD,LODDS_PL,LODDS_SX,ARCSIN_AT,ARCSIN_FD,ARCSIN_PL,ARCSIN_SX,LVI_BPH_AT,LVI_BPH_FD,LVI_BPH_PL,LVI_BPH_SX,LVI_ESI_AT,LVI_ESI_FD,LVI_ESI_PL,LVI_ESI_SX,SBS,SBPS,MS,SBSmc,SBPSdc,SBPSmk,SBSdc,SBSdw,SBSmk,SBPSmc,MSmc,MSxv,SBPSxv,MSmk,SBPSxc,MSdc,LVI_BECZ,LVI_BECZS,CLASS2,CLASS3,CLASS4,CLASS5,CLASS6,CLASS7,CLASS8,CLASS9,CLASS10,CLASS11,CLASS12,CLASS13,CLASS14,CLASS15,CLASS16,CLASS17,CLASS18,CLASS19,CLASS20,CLASS21,CLASS22,CLASS23,CLASS24,CLASS25,STAGE_ELEV,STAGE_SLOPE,STAGE_COSA,STAGE_SINA,STAGE_SCOSA,STAGE_SSINA,STAGE_LES,STAGE_LESCOSA,STAGE_LESSINA,STAGE_EL2,STAGE_EL2S,STAGE_EL2SCOSA,STAGE_EL2SSINA,VRI_PROP_AT,VRI_PROP_FD,VRI_PROP_PL,VRI_PROP_SX,VRI_HT_AT,VRI_HT_FD,VRI_HT_PL,VRI_HT_SX,VRI_AGE_AT,VRI_AGE_FD,VRI_AGE_PL,VRI_AGE_SX,VRI_BPH_AT,VRI_BPH_FD,VRI_BPH_PL,VRI_BPH_SX,VRI_ESI_AT,VRI_ESI_FD,VRI_ESI_PL,VRI_ESI_SX
311377,1288.326,12.977,20.279,900,145.2,110,130,18,21,25,0.524,15,12.3,550,43,76.186,1,58.837,2.236,40.884,2.449,44.326,2.449,32.116,1.414,93.837,2.236,25.5,1.414,43.5,1.414,-34.228,3.089,-15.759,2.666,3251.316,298.748,4606.916,286.575,1594.877,346.668,4724.016,770.316,18.187,0.576,0.764,0.453,-3.65,0.706,1288.326,7.454,12.977,2.51,20.279,11.327,487509.785,5839117.609,0,0,0.85,0.15,0,0,18,21,0,0,110,130,0.001,0.001,5.667,0.176,-6.704,-6.704,1.735,-1.735,0,0,1.016,0.151,0,0,12.75,2.25,0,0,12.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9,1288.326,12.977,0.93801603,0.016370737,12.17263402,0.212443052,40.36317728,37.86130732,0.660774954,1659783.882,21539015.44,20203941.76,273.6959075,0,0,1,0,0,0,19.7,0,0,0,110,0,0,0,36.995,0,0,0,13.6,0
319570,1247.615,14.385,289.538,0,13.225,40,0,6,0,20,0.464,8,0,850,13,80.923,2,70.077,2.236,50.308,2.449,100.154,2,49.923,1,104.231,2.449,47.231,4,72.385,4.796,9.123,3.612,26.173,1.938,4256.926,194.013,6654.409,150.503,3346.459,154.505,4431.109,195.824,29.354,0.513,10.093,0.368,-2.168,0.34,1247.615,6.27,14.385,4.105,289.538,84.646,477855.773,5838821.268,0,0,1,0,0,0,6,0,0,0,40,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,MS,MSmk,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1247.615,14.385,0.334431969,0.005836906,4.810803878,0.083963891,44.54212466,14.89631047,0.259988188,1556543.188,22390873.76,7488224.006,104.7546093,0,0,0.2,0.8,0,0,0,23,0,0,0,169,0,0,7.482,29.927,0,0,0,8.9
86,1271.042,8.25,189.042,1000,148.672,130,160,22,24,15,0.398,10,14.59,400,24,79.625,1.414,63.375,2,44.5,2.646,55.875,2.828,43.042,1.732,103.583,2,14.917,1.414,27.042,2.646,-15.84,2.869,-11.251,2.615,4149.04,269.61,5165.085,261.872,1294.743,197.921,4886.238,253.981,21.803,0.644,2.461,0.531,-5.009,0.325,1271.042,4.118,8.25,2.758,189.042,16.203,440929.683,5924892.889,0,0,0.9,0.1,0,0,22,24,0,0,130,160,0.001,0.001,9,0.111,-6.704,-6.704,2.197,-2.197,0,0,1.12,0.1,0,0,9,1,0,0,14.59,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9,1271.042,8.25,-0.987573403,-0.017235554,-8.147480573,-0.142193321,25.61213697,-25.29386526,-0.44143937,1615547.766,13328269.07,-13162644.04,-180.7336827,0,0,0.95,0.05,0,0,24.4,26,0,0,154,154,0,0,47.488,2.499,0,0,15.7,0
204887,1190.857,0.429,-1,600,111,90,0,17,0,25,0.524,15,12.77,700,7,84.714,1.732,70.857,1.732,54.429,1.732,61.143,2.449,56.714,0,119.571,1.414,8.857,0,16.286,1.732,8.615,2.046,-16.353,2.543,4453.117,123.038,4743.752,235.398,371.684,208.195,4662.338,114.455,25.443,0.447,2.475,0.518,-7.367,0.241,1190.857,0.35,0.429,0.728,-1,0,420534.019,5865395.657,0,0,1,0,0,0,17,0,0,0,90,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,15,0,0,0,12.77,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SBPS,SBPSmc,0,0,3,3,3,3,3,3,3,3,3,3,3,3,15,15,17,17,17,17,17,17,17,17,1190.857,0.429,0,0,0,0,1.319700161,0,0,1418140.394,608382.2292,0,0,0,0,1,0,0,0,14.3,0,0,0,92,0,0,0,19.469,0,0,0,10.5,0
90,1252.458,11.75,148.583,700,127.552,130,160,23,26,25,0.524,15,15.44,400,24,78.958,1.732,60.958,2,40.875,2.449,53.167,3.606,35.958,2,95.125,3.464,22.13,6.083,38.696,8.944,-26.153,6.438,-8.887,4.253,3748.15,232.524,5287.137,330.944,1923.042,482.137,4887.23,178.648,20.083,0.613,2.287,0.705,-3.67,0.671,1252.458,5.377,11.75,4.274,148.583,35.535,440935.431,5924732.976,0,0,0.7,0.3,0,0,23,26,0,0,130,160,0.001,0.001,2.333,0.429,-6.704,-6.704,0.847,-0.847,0,0,0.775,0.305,0,0,10.5,4.5,0,0,15.44,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,1252.458,11.75,-0.853396173,-0.014894022,-10.02740503,-0.175004762,36.40278999,-31.06600167,-0.542183967,1568651.042,18431649.74,-15729499.35,-219.1861146,0,0,0.95,0.05,0,0,24.4,26,0,0,154,154,0,0,47.488,2.499,0,0,15.7,0
335963,1460.133,20.333,53.267,50,21.299,160,180,22,24,40,0.685,25,13.49,450,15,74.4,1.414,58.133,3,40.4,2.646,49.4,2.449,37.133,8.367,96.929,9.055,13.429,5.745,24.429,10.1,-28.099,13.093,-13.767,5.6,3818.61,712.86,5071.44,209.207,1518.098,949.786,5067.296,303.361,19.568,1.781,1.758,0.417,-4.579,1.994,1460.133,6.174,20.333,2.44,53.267,7.945,487474.45,5831655.72,0,0,0.8,0.2,0,0,22,24,0,0,160,180,0.001,0.001,4,0.25,-6.704,-6.704,1.386,-1.386,0,0,0.927,0.201,0,0,20,5,0,0,13.49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1460.133,20.333,0.598086837,0.010438395,12.16089967,0.212243885,64.34763668,38.48547452,0.671686046,2131988.378,43349719.68,25926896.75,309.9043,0,0,0.8,0.2,0,0,23.5,0,0,0,222,0,0,0,32.37,8.092,0,0,13.4,0
319583,1264.813,15.5,239.5,0,12.129,40,0,6,0,35,0.633,10,0,1000,16,88.688,8.246,78.438,11.446,62.625,15.78,96.875,2,49,2.646,106.813,8,45.938,7.141,70.688,8.66,18.86,16.216,19.707,7.584,3320.698,1043.272,5924.048,846.108,3284.43,276.027,3702.665,802.041,29.843,1.371,8.327,1.784,-1.757,0.728,1264.813,3.988,15.5,1.803,239.5,146.596,477781.413,5838691.515,0,0,1,0,0,0,6,0,0,0,40,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1264.813,15.5,-0.507538363,-0.0088581,-7.866844626,-0.137300545,48.08672805,-24.40585923,-0.42595703,1599751.925,24796154.84,-12584999.83,-173.659514,0,0,0.2,0.8,0,0,0,23,0,0,0,169,0,0,7.482,29.927,0,0,0,8.9
311398,1310.111,11.426,45.833,1000,141.6,110,0,18,0,25,0.524,18,12.3,850,54,77.481,1.732,59.241,2,40,2,45.093,2.828,29.593,1,93.019,2.828,36.222,3,58.556,4.123,-35.101,2.93,-14.315,3.111,2977.642,340.513,4752.565,323.975,2067.115,434.622,4881.217,222.528,17.967,0.499,0.87,0.552,-3.118,0.665,1310.111,8.189,11.426,3.451,45.833,48.179,487539.203,5838882.692,0,0,1,0,0,0,18,0,0,0,110,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,18,0,0,0,12.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,1310.111,11.426,0.696752076,0.012160318,7.961089225,0.138943794,35.62214848,24.81980592,0.433176656,1716390.832,19611481.65,13664340.56,182.0317935,0,0,1,0,0,0,19,0,0,0,100,0,0,0,30.629,0,0,0,13.7,0
114793,1218.935,11.952,129.29,300,71.392,160,110,25,20,45,0.735,40,10.45,1000,62,79.145,1.414,59.935,2.646,42.339,3,53,3.606,33.161,2.449,93.081,4.123,27.339,6.164,46.161,8.832,-29.017,5.147,-8.08,3.633,3230.328,375.743,5150.099,341.387,2303.875,413.412,4437.054,1037.913,19.402,2.626,2.184,0.636,-3.037,0.633,1218.935,5.37,11.952,6.934,129.29,54.857,479557.869,5884494.444,0,0,0.15,0.85,0,0,20,25,0,0,110,160,0.001,0.001,0.176,5.667,-6.704,-6.704,-1.735,1.735,0,0,0.151,1.016,0,0,6,34,0,0,0,10.45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,2,2,2,2,6,6,6,6,6,6,9,9,9,9,16,16,16,16,16,16,16,16,16,1218.935,11.952,-0.633245802,-0.011051999,-7.56855383,-0.132093495,36.88789614,-23.35910539,-0.407684999,1485802.534,17758311.89,-11245376.46,-161.0133839,0,0,0,1,0,0,0,28.5,0,0,0,176,0,0,0,35.462,0,0,0,12.3
114794,1212,9.786,133.214,1100,151.712,160,110,24,19,10,0.322,10,9.82,250,28,81,1.732,63.286,2.828,46.393,1.414,61.929,3.873,45.5,3.873,105.857,3.464,17.214,2.828,30.893,4.472,-10.126,6.382,-6.711,3.308,4187.666,331.072,5380.558,222.201,1537.237,281.944,4807.628,151.535,21.385,6.035,3.418,0.628,-4.979,0.605,1212,4.69,9.786,6.241,133.214,51.643,479726.36,5884484.27,0,0,0.1,0.9,0,0,19,24,0,0,110,160,0.001,0.001,0.111,9,-6.704,-6.704,-2.197,2.197,0,0,0.1,1.12,0,0,1,9,0,0,0,9.82,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9,1212,9.786,-0.684725206,-0.011950425,-6.700720867,-0.116946858,30.1786618,-20.66409042,-0.36064783,1468944,14375085.98,-9842983.714,-141.7395914,0,0,1,0,0,0,20.4,0,0,0,116,0,0,0,7.201,0,0,0,13.9,0
319595,1280.75,17.563,263.813,0,12.129,40,0,6,0,40,0.685,10,0,1200,16,78.75,0,68.313,2,47.813,1.732,103.563,3,45.75,2,97.563,3.162,64.563,9.434,91.625,9.849,2.708,4.043,32.813,3.08,4099.891,235.461,6881.475,119.139,3872.362,240.478,4366.508,185.519,28.921,0.65,11.013,0.56,-0.901,0.58,1280.75,6.796,17.563,2.761,263.813,108.409,477788.705,5838597.626,0,0,1,0,0,0,6,0,0,0,40,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1280.75,17.563,-0.107773787,-0.001881006,-1.892831025,-0.033036114,54.58234982,-5.882546556,-0.102669745,1640320.563,28808950.04,-3104849.652,-42.31100312,0,0,0.2,0.8,0,0,0,23,0,0,0,169,0,0,7.482,29.927,0,0,0,8.9
180339,1009.5,3.667,42.667,75,36.7,130,110,20,19,40,0.685,35,9.43,500,6,89.5,1.414,70.667,2.828,52.5,4.472,77.667,5,52.167,7.211,106.667,8,24.5,10.677,41.167,16.062,6.59,9.185,4.098,8.38,4231.887,248.258,5730.235,470.899,1984.803,879.653,4352.026,134.188,26.928,1.141,5.635,1.185,-4.408,1.791,1009.5,0.764,3.667,3.091,42.667,48.709,448671.272,5870129.993,0.05,0,0,0.95,19,0,0,20,110,0,0,130,0.053,0.001,0.001,19,-2.944,-6.704,-6.704,2.944,0.05,0,0,1.253,1.75,0,0,33.25,0,0,0,9.43,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,5,2,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,1009.5,3.667,0.735305065,0.012833142,2.696363674,0.047059132,11.01763468,8.101322585,0.141390872,1019090.25,3737003.947,2747837.931,47.50619391,0,0,0.9,0.1,0,0,17.7,0,0,0,170,0,0,0,20.717,2.302,0,0,9.8,0
118,1235.61,12.254,214.966,25,14.22,160,130,25,24,45,0.735,15,10.45,500,59,78.763,1.414,60.136,2.646,38.746,2.646,52.508,3.606,28.288,2.646,86.407,3,39.48,8.246,62.56,10.536,-36.297,4.868,-4.823,3.002,2906.554,398.088,5436.129,288.816,3002.574,388.171,4082.091,1637.584,18.692,0.923,2.344,0.61,-1.952,0.534,1235.61,5.642,12.254,5.838,214.966,66.946,440911.694,5924363.217,0,0,0.1,0.9,0,0,24,25,0,0,130,160,0.001,0.001,0.111,9,-6.704,-6.704,-2.197,2.197,0,0,0.1,1.12,0,0,1.5,13.5,0,0,0,10.45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1235.61,12.254,-0.819492267,-0.014302351,-10.04205824,-0.175261004,37.89222017,-31.05238141,-0.541947818,1526732.072,18708574.81,-15331532.39,-216.5542495,0,0,0.3,0.7,0,0,26.4,27.9,0,0,154,154,0,0,15.153,35.357,0,0,0,13.4
245780,1332.667,6.333,171.667,10,32.1,300,0,24,0,30,0.58,15,4.8,300,3,81.333,2.449,69.667,1.732,50,1.414,75,2.449,39.333,1.732,98,2.828,42,6.164,65.333,7.348,-8.439,3.326,7.32,2.629,3253.984,184.289,5788.801,53.233,3119.899,257.102,4201.598,149.794,24.339,0.553,5.471,0.378,-2.082,0.542,1332.667,0.471,6.333,1.247,171.667,6.65,448044.194,5856996.051,0,0,0,1,0,0,0,24,0,0,0,300,0.001,0.001,0.001,271.109,-6.704,-6.704,-6.704,5.603,0,0,0,1.571,0,0,0,15,0,0,0,4.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,1,2,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1332.667,6.333,-0.989442482,-0.017268171,-6.266139237,-0.109359325,19.79092522,-19.58198216,-0.341753076,1776001.333,11247416.44,-11128671.64,-145.7395641,0,0,0.4,0.6,0,0,0,28.6,0,0,0,282,0,0,17.395,26.092,0,0,0,7.5
221306,1154.667,15.25,97.083,700,158.5,70,0,15,0,15,0.398,15,13.01,500,12,80.667,1.414,62.083,2.236,45,2.449,55,3.317,41.917,1.732,101.75,1.732,16.091,2.828,28.909,5,-17.609,2.759,-11.335,3.483,3989.226,276.71,5058.866,343.219,1344.2,389.396,4775.244,215.925,21.513,0.577,2.295,0.675,-4.77,0.511,1154.667,5.217,15.25,4.763,97.083,96.673,448533.049,5864032.336,0,0,1,0,0,0,15,0,0,0,70,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,15,0,0,0,13.01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,1154.667,15.25,-0.12330704,-0.002152112,-1.880432367,-0.032819711,46.70819886,-5.759449768,-0.100521284,1333255.881,20332152.18,-2507097.513,-37.89583706,0,0,1,0,0,0,19.3,0,0,0,68,0,0,0,30.383,0,0,0,17.1,0
221307,1182.484,22.129,58,600,98.2,70,0,15,0,40,0.685,25,13.01,2000,31,79.355,1.732,61.194,2.449,46.645,1.732,54.419,3.464,38,1.414,98.903,2.449,20.033,5.385,35.633,8,-21.191,2.842,-10.573,3.945,3411.146,267.004,4882.84,323.31,1767.236,451.429,4521.991,187.981,20.874,0.53,2.141,0.66,-3.941,0.641,1182.484,11.534,22.129,7.877,58,64.38,448391.579,5863976.794,0,0,1,0,0,0,15,0,0,0,70,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,25,0,0,0,13.01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,0,0,3,3,3,3,3,3,3,3,3,3,3,3,15,15,17,17,17,17,17,17,17,17,1182.484,22.129,0.529919264,0.009248704,11.7265834,0.204664572,68.00601055,36.03769507,0.628967467,1398268.41,30942281.65,16396911.13,242.0125822,0,0,1,0,0,0,19.3,0,0,0,68,0,0,0,30.383,0,0,0,17.1,0
73854,885.692,5.462,162.846,0,17.192,60,0,14,0,45,0.735,15,13.48,1000,13,93,6.557,80.615,7.616,61.385,10.724,89.231,3.162,48.308,3,108.154,6.403,38.923,7.416,61.692,9.695,18.222,12.398,12.532,6.479,3304.198,637.202,5698.139,658.603,2977.587,352.571,3799.716,539.916,28.857,1.235,6.79,1.377,-2.298,0.587,885.692,2.333,5.462,2.341,162.846,130.008,459938.06,5896467.989,0,0,1,0,0,0,14,0,0,0,60,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,15,0,0,0,13.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,885.692,5.462,-0.955515464,-0.016676118,-5.219025464,-0.091084956,16.10073498,-15.38450125,-0.268497755,784450.3189,4284667.642,-4094066.189,-80.67321674,0,0,1,0,0,0,19,0,0,0,67,0,0,0,26.442,0,0,0,17,0
73857,888.571,4.286,87.214,10,19.024,60,0,12,0,60,0.886,25,11.7,3000,14,85.5,2.828,71.5,4.359,48.643,3.873,88.857,3.162,37.143,4.69,94,7.211,77.643,21.354,100.846,19.57,-4.192,8.596,21.654,5.529,3098.02,417.65,6404.601,313.575,4120.184,540.464,4143.093,232.688,26.021,1.031,7.935,0.907,-0.233,1.104,888.571,1.591,4.286,2.343,87.214,111.975,459965.476,5896385.568,0,0,1,0,0,0,12,0,0,0,60,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,25,0,0,0,11.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,888.571,4.286,0.048605714,0.00084833,0.20832409,0.003635941,12.64018812,0.614385368,0.010723046,789558.422,3384047.397,164484.0398,3.230791594,0,0,1,0,0,0,19,0,0,0,67,0,0,0,26.442,0,0,0,17,0
73858,884.154,2.462,48.5,300,72.152,60,80,13,16,35,0.633,15,12.67,850,26,87.962,3,74,4.472,52.731,4.472,82.962,4.243,47.731,3.606,103.923,4.796,33.385,7.746,54.423,10.344,6.056,7.054,10.43,4.722,3865.296,402.075,5945.128,295.673,2699.031,404.306,4230.11,324.985,27.096,1.085,6.513,0.825,-2.968,0.899,884.154,0.818,2.462,1.337,48.5,74.775,460114.818,5896460.54,0.1,0,0.85,0.05,16,0,13,0,80,0,60,0,0.111,0.001,5.667,0.053,-2.197,-6.704,1.735,-2.944,0.1,0,1.016,0.05,1.5,0,12.75,0.75,0,0,12.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,0,0,0,4,4,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,884.154,2.462,0.662620048,0.011564644,1.631370559,0.028472153,7.255560375,4.807679765,0.083907971,781728.2957,1924615.064,1275288.527,25.17376786,0,0,1,0,0,0,19,0,0,0,67,0,0,0,26.442,0,0,0,17,0
221317,1176,32.333,60.667,500,64.3,80,90,15,17,40,0.685,20,12.01,1200,3,83,2,68.333,1.732,50,2.828,83,6.481,42.333,1,97.333,2,45.667,11.402,69.667,14.353,-4.484,2.497,14.319,6.356,3584.286,293.678,6105.325,248.192,3224.06,493.123,4175.659,306.404,25.835,0.847,6.982,1.071,-1.895,0.955,1176,2.944,32.333,2.867,60.667,11.086,448488.357,5863924.423,0,0,0.6,0.4,0,0,15,17,0,0,80,90,0.001,0.001,1.5,0.667,-6.704,-6.704,0.405,-0.405,0,0,0.644,0.412,0,0,12,8,0,0,12.01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,1176,32.333,0.489884646,0.008549996,15.83944027,0.276447016,99.28741537,48.63938037,0.84890699,1382976,44715763.01,21905565.75,325.101691,0,0,1,0,0,0,19.3,0,0,0,68,0,0,0,30.383,0,0,0,17.1,0
