TVID,TABLENAME,VARNAME,NEWVARNAME,VARTYPE,VARDEFAULT,SELECT,DESCRIPTION
962,MEAS,COMMENT2,,string,,,
963,MEAS,COMMENT3,,string,,,
964,MEAS,COMMENT4,,string,,,
965,Microstands,OBJECTID,MICRO_OBJECTID,integer,,,
966,Microstands,ID_L1,MICROSTAND_ID,integer,,,
967,Microstands,Id,LT_ID,integer,,,LIDAR TILE ID
968,Microstands,Shape_Length,MICRO_Shape_Length,float,,,
969,Microstands,Shape_area,MICRO_Shape_area,float,,,
970,PLOT,NPLOTID,NPLOTID,integer,,,PLOT ID FROM GROUND PLOT DATABASE
971,PLOT,PLOTNAME,,string,,,
972,PLOT,PLOTNAME2,,string,,,
973,PLOT,UTMZONE,,string,,,
974,PLOT,EASTING,,float,,,
975,PLOT,NORTHING,,float,,,
976,PLOT,LOCATION_CHK,,string,,,
977,PLOT,NSRNUMBER,,integer,,,
978,PLOT,PLOTKIND,,string,,,
979,PLOT,MPLOT_TYPE,,string,,,
980,PLOT,SOURCE,,string,,,
981,PLOT,MPLOT_RADIUS,,integer,,,
982,PLOT,MPLOT_AREA,,float,,,
983,PLOT,LOCATION,,string,,,
984,PLOT,PROGRAMDESC,,string,,,
985,PLOT,ESTDATE,,date,,,
986,PLOT,ESTDAY,,integer,,,
987,PLOT,ESTMONTH,,integer,,,
988,PLOT,ESTYEAR,,integer,,,
989,PLOT,SEL,,string,,,
990,PLOT,TOWNSHIP,,integer,,,
991,PLOT,RANGE,,integer,,,
992,PLOT,MERIDIAN,,integer,,,
993,PLOT,SLOPEPOSITION,,string,,,
994,PLOT,SLOPE,,integer,,,
995,PLOT,ASPECTCOORD,,integer,,,
996,PLOT,ASPECTDEGREES,,integer,,,
997,PLOT,ELEVATION,,integer,,,
998,PLOT,COMMENT,,string,,,
999,SLS_Plots_All_BareEarth_WAM_Data,GroundPlot_ID,NPLOTID,integer,,,
1000,SLS_Plots_All_BareEarth_WAM_Data,ASPECT_COUNT,WAM_ASPECT_COUNT,float,,,
1001,SLS_Plots_All_BareEarth_WAM_Data,ASPECT_AREA,WAM_ASPECT_AREA,float,,,
1002,SLS_Plots_All_BareEarth_WAM_Data,ASPECT_MIN,WAM_ASPECT_MIN,float,,,
1003,SLS_Plots_All_BareEarth_WAM_Data,ASPECT_MAX,WAM_ASPECT_MAX,float,,,
1004,SLS_Plots_All_BareEarth_WAM_Data,ASPECT_RANGE,WAM_ASPECT_RANGE,float,,,
1005,SLS_Plots_All_BareEarth_WAM_Data,ASPECT_MEAN,WAM_ASPECT_MEAN,float,,,
1006,SLS_Plots_All_BareEarth_WAM_Data,ASPECT_STD,WAM_ASPECT_STD,float,,,
1007,SLS_Plots_All_BareEarth_WAM_Data,ASPECT_SUM,WAM_ASPECT_SUM,float,,,
1008,SLS_Plots_All_BareEarth_WAM_Data,ELEVATION_COUNT,WAM_ELEVATION_COUNT,float,,,
1009,SLS_Plots_All_BareEarth_WAM_Data,ELEVATION_AREA,WAM_ELEVATION_AREA,float,,,
1010,SLS_Plots_All_BareEarth_WAM_Data,ELEVATION_MIN,WAM_ELEVATION_MIN,float,,,
1011,SLS_Plots_All_BareEarth_WAM_Data,ELEVATION_MAX,WAM_ELEVATION_MAX,float,,,
1012,SLS_Plots_All_BareEarth_WAM_Data,ELEVATION_RANGE,WAM_ELEVATION_RANGE,float,,,
1013,SLS_Plots_All_BareEarth_WAM_Data,ELEVATION_MEAN,WAM_ELEVATION_MEAN,float,,,
1014,SLS_Plots_All_BareEarth_WAM_Data,ELEVATION_STD,WAM_ELEVATION_STD,float,,,
1015,SLS_Plots_All_BareEarth_WAM_Data,ELEVATION_SUM,WAM_ELEVATION_SUM,float,,,
1016,SLS_Plots_All_BareEarth_WAM_Data,SLOPE_COUNT,WAM_SLOPE_COUNT,float,,,
1017,SLS_Plots_All_BareEarth_WAM_Data,SLOPE_AREA,WAM_SLOPE_AREA,float,,,
1018,SLS_Plots_All_BareEarth_WAM_Data,SLOPE_MIN,WAM_SLOPE_MIN,float,,,
1019,SLS_Plots_All_BareEarth_WAM_Data,SLOPE_MAX,WAM_SLOPE_MAX,float,,,
1020,SLS_Plots_All_BareEarth_WAM_Data,SLOPE_RANGE,WAM_SLOPE_RANGE,float,,,
1021,SLS_Plots_All_BareEarth_WAM_Data,SLOPE_MEAN,WAM_SLOPE_MEAN,float,,,
1022,SLS_Plots_All_BareEarth_WAM_Data,SLOPE_STD,WAM_SLOPE_STD,float,,,
1023,SLS_Plots_All_BareEarth_WAM_Data,SLOPE_SUM,WAM_SLOPE_SUM,float,,,
1024,SLS_Plots_All_BareEarth_WAM_Data,WAM_COUNT,WAM_WAM_COUNT,float,,,
1025,SLS_Plots_All_BareEarth_WAM_Data,WAM_AREA,WAM_WAM_AREA,float,,,
1026,SLS_Plots_All_BareEarth_WAM_Data,WAM_MIN,WAM_WAM_MIN,float,,,
1027,SLS_Plots_All_BareEarth_WAM_Data,WAM_MAX,WAM_WAM_MAX,float,,,
1028,SLS_Plots_All_BareEarth_WAM_Data,WAM_RANGE,WAM_WAM_RANGE,float,,,
1029,SLS_Plots_All_BareEarth_WAM_Data,WAM_MEAN,WAM_WAM_MEAN,float,,,
1030,SLS_Plots_All_BareEarth_WAM_Data,WAM_STD,WAM_WAM_STD,float,,,
1031,SLS_Plots_All_BareEarth_WAM_Data,WAM_SUM,WAM_WAM_SUM,float,,,
1032,STREES,STREEID,STREEID,integer,,,
1033,STREES,MEASPLOTID,MEASPLOTID,integer,,,
1034,STREES,PLOTNAME,,string,,,
1035,STREES,TREENO,,Integer,,,
1036,STREES,SPECIES,,string,,,
1037,STREES,DBH,,float,,,
1038,STREES,HT_MEAS,,float,,,
1039,STREES,HTMEI,,float,,,
1040,STREES,AGE,,integer,,,
1041,STREES,AGMEI,,integer,,,
1042,STREES,LCPCT,,integer,,,
1043,STREES,CCLASS,,string,,,
1044,STREES,COND1,,string,,,
1045,STREES,COND2,,string,,,
1046,STREES,COND3,,string,,,
1047,STREES,AZIMUTH,,float,,,
1048,STREES,DISTANCE,,float,,,
1049,STREES,REMARKS,,string,,,
1050,StudyArea_Gridcells_LUT,OBJECTID,SAG_OBJECTID,integer,,,
1051,StudyArea_Gridcells_LUT,Region,SAG_Region,string,,,
1052,StudyArea_Gridcells_LUT,ID_L2,GRIDCELL_ID,float,,,
1053,StudyArea_Gridcells_LUT,ID_L1,MICROSTAND_ID,float,,,
1054,StudyArea_Gridcells_LUT,Shape_Length,SAG_Shape_Length,float,,,
1055,StudyArea_Gridcells_LUT,Shape_area,SAG_Shape_area,float,,,
1056,StudyArea_Gridcells_LUT,SAGLUT_TAG,SAGLUT_TAG,integer,,,Study Area Gridcell Link Table Primiary Key
1057,TileId_appended_a,CalcUnitId,GRIDCELL_ID,integer,,,
1058,TileId_appended_a,fh99,,float,,,
1059,TileId_appended_a,fh95,,float,,,
1060,TileId_appended_a,fh80,,float,,,
1061,TileId_appended_a,fh60,,float,,,
1062,TileId_appended_a,fh40,,float,,,
1063,TileId_appended_a,fh20,,float,,,
1064,TileId_appended_a,fh10,,float,,,
1065,TileId_appended_a,fh5,,float,,,
1066,TileId_appended_a,lh95,,float,,,
1067,TileId_appended_a,lh90,,float,,,
1068,TileId_appended_a,lh70,,float,,,
1069,TileId_appended_a,lh50,,float,,,
1070,TileId_appended_a,lh30,,float,,,
1071,TileId_appended_a,lh10,,float,,,
1072,TileId_appended_a,lh5,,float,,,
1073,TileId_appended_a,hawi99,,float,,,
1074,TileId_appended_a,hawi95,,float,,,
1075,TileId_appended_a,hawi80,,float,,,
1076,TileId_appended_a,hawi60,,float,,,
1077,TileId_appended_a,hawi40,,float,,,
1078,TileId_appended_a,hawi20,,float,,,
1079,TileId_appended_a,hawi10,,float,,,
1080,TileId_appended_a,hawi5,,float,,,
1081,TileId_appended_a,fvege,,float,,,
1082,TileId_appended_a,fhmean,,float,,,
1083,TileId_appended_a,fhstd,,float,,,
1084,TileId_appended_a,fimean,,float,,,
1085,TileId_appended_a,fistd,,float,,,
1086,TileId_appended_a,lvege,,float,,,
1087,TileId_appended_a,lhmean,,float,,,
1088,TileId_appended_a,lstd,,float,,,
1089,TileId_appended_a,limean,,float,,,
1090,TileId_appended_a,listd,,float,,,
1091,TileId_appended_a,fh95/fh99,,float,,,
1092,TileId_appended_a,fh80/fh99,,float,,,
1093,TileId_appended_a,fh60/fh99,,float,,,
1094,TileId_appended_a,fh40/fh99,,float,,,
1095,TileId_appended_a,fh20/fh99,,float,,,
1096,TileId_appended_a,(fh95-lh20)/fh99,,float,,,
1097,TileId_appended_a,(fh95-lh40)/fh99,,float,,,
1098,TileId_appended_a,(fh95-lh60)/fh99,,float,,,
1099,TileId_appended_a,(fh95-lh80)/fh99,,float,,,
1100,TileId_appended_a,(fh95-lh95)/fh99,,float,,,
1101,TileId_appended_a,fh70/fh90,,float,,,
1102,TileId_appended_a,fh50/fh90,,float,,,
1103,TileId_appended_a,fh30/fh90,,float,,,
1104,TileId_appended_a,fh10/fh90,,float,,,
1105,TileId_appended_a,(fh70-lh70)/fh90,,float,,,
1106,TileId_appended_a,(fh70-lh50)/fh90,,float,,,
1107,TileId_appended_a,(fh70-lh30)/fh90,,float,,,
1108,TileId_appended_a,(fh70-lh10)/fh90,,float,,,
1109,TileId_appended_a,fd95,,float,,,
1110,TileId_appended_a,fd80,,float,,,
1111,TileId_appended_a,fd60,,float,,,
1112,TileId_appended_a,fd40,,float,,,
1113,TileId_appended_a,fd20,,float,,,
1114,TileId_appended_a,fd10,,float,,,
1115,TileId_appended_a,fintDzw99,,float,,,
1116,TileId_appended_a,fintDzw90,,float,,,
1117,TileId_appended_a,fintDzw70,,float,,,
1118,TileId_appended_a,fintDzw50,,float,,,
1119,TileId_appended_a,fintDzw30,,float,,,
1120,TileId_appended_a,fintDzw10,,float,,,
1121,TileId_appended_a,u_red,,float,,,
1122,TileId_appended_a,u_grn,,float,,,
1123,TileId_appended_a,u_blu,,float,,,
1124,TileId_appended_a,u_nir,,float,,,
1125,TileId_appended_a,u_ndvi,,float,,,
1126,TileId_appended_a,u_red/grn,,float,,,
1127,TileId_appended_a,u_red/blu,,float,,,
1128,TileId_appended_a,u_red/nir,,float,,,
1129,TileId_appended_a,u_grn/nir,,float,,,
1130,TileId_appended_a,u_blu/nir,,float,,,
1131,TileId_appended_a,l_red,,float,,,
1132,TileId_appended_a,l_grn,,float,,,
1133,TileId_appended_a,l_blu,,float,,,
1134,TileId_appended_a,l_nir,,float,,,
1135,TileId_appended_a,l_ndvi,,float,,,
1136,TileId_appended_a,l_red/grn,,float,,,
1137,TileId_appended_a,l_red/blu,,float,,,
1138,TileId_appended_a,l_red/nir,,float,,,
1139,TileId_appended_a,l_grn/nir,,float,,,
1140,TileId_appended_a,l_blu/nir,,float,,,
1141,TileId_appended_a,d_red,,float,,,
1142,TileId_appended_a,d_grn,,float,,,
1143,TileId_appended_a,d_blu,,float,,,
1144,TileId_appended_a,d_nir,,float,,,
1145,TileId_appended_a,d_red/blu,,float,,,
1146,TileId_appended_a,d_grn/nir,,float,,,
1147,TileId_appended_a,d_blu/nir,,float,,,
1148,TileId_appended_a,a_red,,float,,,
1149,TileId_appended_a,a_grn,,float,,,
1150,TileId_appended_a,a_blu,,float,,,
1151,TileId_appended_a,a_nir,,float,,,
1152,TileId_appended_a,a_ndvi,,float,,,
1153,TileId_appended_a,a_red/grn,,float,,,
1154,TileId_appended_a,a_red/blu,,float,,,
1155,TileId_appended_a,a_red/nir,,float,,,
1156,TileId_appended_a,a_grn/nir,,float,,,
1157,TileId_appended_a,a_blu/nir,,float,,,
1158,TileId_appended_a,avg_aspect,,float,,,
1159,TileId_appended_a,std_aspect,,float,,,
1160,TileId_appended_a,min_aspect,,float,,,
1161,TileId_appended_a,max_aspect,,float,,,
1162,TileId_appended_a,avg_dtm,,float,,,
1163,TileId_appended_a,std_dtm,,float,,,
1164,TileId_appended_a,min_dtm,,float,,,
1165,TileId_appended_a,max_dtm,,float,,,
1166,TileId_appended_a,avg_slope,,float,,,
1167,TileId_appended_a,std_slope,,float,,,
1168,TileId_appended_a,min_slope,,float,,,
1169,TileId_appended_a,max_slope,,float,,,
1170,TileId_appended_a,avg_watertable,,float,,,
1171,TileId_appended_a,std_watertable,,float,,,
1172,TileId_appended_a,min_watertable,,float,,,
1173,TileId_appended_a,max_watertable,,float,,,
1174,TileId_appended_a,tileID,LT_ID,integer,,,
1175,TileId_appended_b,CalcUnitId,GRIDCELL_ID,integer,,,
1176,TileId_appended_b,fh99,,float,,,
1177,TileId_appended_b,fh95,,float,,,
1178,TileId_appended_b,fh80,,float,,,
1179,TileId_appended_b,fh60,,float,,,
1180,TileId_appended_b,fh40,,float,,,
1181,TileId_appended_b,fh20,,float,,,
1182,TileId_appended_b,fh10,,float,,,
1183,TileId_appended_b,fh5,,float,,,
1184,TileId_appended_b,lh95,,float,,,
1185,TileId_appended_b,lh90,,float,,,
1186,TileId_appended_b,lh70,,float,,,
1187,TileId_appended_b,lh50,,float,,,
1188,TileId_appended_b,lh30,,float,,,
1189,TileId_appended_b,lh10,,float,,,
1190,TileId_appended_b,lh5,,float,,,
1191,TileId_appended_b,hawi99,,float,,,
1192,TileId_appended_b,hawi95,,float,,,
1193,TileId_appended_b,hawi80,,float,,,
1194,TileId_appended_b,hawi60,,float,,,
1195,TileId_appended_b,hawi40,,float,,,
1196,TileId_appended_b,hawi20,,float,,,
1197,TileId_appended_b,hawi10,,float,,,
1198,TileId_appended_b,hawi5,,float,,,
1199,TileId_appended_b,fvege,,float,,,
1200,TileId_appended_b,fhmean,,float,,,
1201,TileId_appended_b,fhstd,,float,,,
1202,TileId_appended_b,fimean,,float,,,
1203,TileId_appended_b,fistd,,float,,,
1204,TileId_appended_b,lvege,,float,,,
1205,TileId_appended_b,lhmean,,float,,,
1206,TileId_appended_b,lstd,,float,,,
1207,TileId_appended_b,limean,,float,,,
1208,TileId_appended_b,listd,,float,,,
1209,TileId_appended_b,fh95/fh99,,float,,,
1210,TileId_appended_b,fh80/fh99,,float,,,
1211,TileId_appended_b,fh60/fh99,,float,,,
1212,TileId_appended_b,fh40/fh99,,float,,,
1213,TileId_appended_b,fh20/fh99,,float,,,
1214,TileId_appended_b,(fh95-lh20)/fh99,,float,,,
1215,TileId_appended_b,(fh95-lh40)/fh99,,float,,,
1216,TileId_appended_b,(fh95-lh60)/fh99,,float,,,
1217,TileId_appended_b,(fh95-lh80)/fh99,,float,,,
1218,TileId_appended_b,(fh95-lh95)/fh99,,float,,,
1219,TileId_appended_b,fh70/fh90,,float,,,
1220,TileId_appended_b,fh50/fh90,,float,,,
1221,TileId_appended_b,fh30/fh90,,float,,,
1222,TileId_appended_b,fh10/fh90,,float,,,
1223,TileId_appended_b,(fh70-lh70)/fh90,,float,,,
1224,TileId_appended_b,(fh70-lh50)/fh90,,float,,,
1225,TileId_appended_b,(fh70-lh30)/fh90,,float,,,
1226,TileId_appended_b,(fh70-lh10)/fh90,,float,,,
1227,TileId_appended_b,fd95,,float,,,
1228,TileId_appended_b,fd80,,float,,,
1229,TileId_appended_b,fd60,,float,,,
1230,TileId_appended_b,fd40,,float,,,
1231,TileId_appended_b,fd20,,float,,,
1232,TileId_appended_b,fd10,,float,,,
1233,TileId_appended_b,fintDzw99,,float,,,
1234,TileId_appended_b,fintDzw90,,float,,,
1235,TileId_appended_b,fintDzw70,,float,,,
1236,TileId_appended_b,fintDzw50,,float,,,
1237,TileId_appended_b,fintDzw30,,float,,,
1238,TileId_appended_b,fintDzw10,,float,,,
1239,TileId_appended_b,u_red,,float,,,
1240,TileId_appended_b,u_grn,,float,,,
1241,TileId_appended_b,u_blu,,float,,,
1242,TileId_appended_b,u_nir,,float,,,
1243,TileId_appended_b,u_ndvi,,float,,,
1244,TileId_appended_b,u_red/grn,,float,,,
1245,TileId_appended_b,u_red/blu,,float,,,
1246,TileId_appended_b,u_red/nir,,float,,,
1247,TileId_appended_b,u_grn/nir,,float,,,
1248,TileId_appended_b,u_blu/nir,,float,,,
1249,TileId_appended_b,l_red,,float,,,
1250,TileId_appended_b,l_grn,,float,,,
1251,TileId_appended_b,l_blu,,float,,,
1252,TileId_appended_b,l_nir,,float,,,
1253,TileId_appended_b,l_ndvi,,float,,,
1254,TileId_appended_b,l_red/grn,,float,,,
1255,TileId_appended_b,l_red/blu,,float,,,
1256,TileId_appended_b,l_red/nir,,float,,,
1257,TileId_appended_b,l_grn/nir,,float,,,
1258,TileId_appended_b,l_blu/nir,,float,,,
1259,TileId_appended_b,d_red,,float,,,
1260,TileId_appended_b,d_grn,,float,,,
1261,TileId_appended_b,d_blu,,float,,,
1262,TileId_appended_b,d_nir,,float,,,
1263,TileId_appended_b,d_red/blu,,float,,,
1264,TileId_appended_b,d_grn/nir,,float,,,
1265,TileId_appended_b,d_blu/nir,,float,,,
1266,TileId_appended_b,a_red,,float,,,
1267,TileId_appended_b,a_grn,,float,,,
1268,TileId_appended_b,a_blu,,float,,,
1269,TileId_appended_b,a_nir,,float,,,
1270,TileId_appended_b,a_ndvi,,float,,,
1271,TileId_appended_b,a_red/grn,,float,,,
1272,TileId_appended_b,a_red/blu,,float,,,
1273,TileId_appended_b,a_red/nir,,float,,,
1274,TileId_appended_b,a_grn/nir,,float,,,
1275,TileId_appended_b,a_blu/nir,,float,,,
1276,TileId_appended_b,avg_aspect,,float,,,
1277,TileId_appended_b,std_aspect,,float,,,
1278,TileId_appended_b,min_aspect,,float,,,
1279,TileId_appended_b,max_aspect,,float,,,
1280,TileId_appended_b,avg_dtm,,float,,,
1281,TileId_appended_b,std_dtm,,float,,,
1282,TileId_appended_b,min_dtm,,float,,,
1283,TileId_appended_b,max_dtm,,float,,,
1284,TileId_appended_b,avg_slope,,float,,,
1285,TileId_appended_b,std_slope,,float,,,
1286,TileId_appended_b,min_slope,,float,,,
1287,TileId_appended_b,max_slope,,float,,,
1288,TileId_appended_b,avg_watertable,,float,,,
1289,TileId_appended_b,std_watertable,,float,,,
1290,TileId_appended_b,min_watertable,,float,,,
1291,TileId_appended_b,max_watertable,,float,,,
1292,TileId_appended_b,tileID,LT_ID,integer,,,
1293,TileId_appended_c,CalcUnitId,GRIDCELL_ID,integer,,,
1294,TileId_appended_c,fh99,,float,,,
1295,TileId_appended_c,fh95,,float,,,
1296,TileId_appended_c,fh80,,float,,,
1297,TileId_appended_c,fh60,,float,,,
1298,TileId_appended_c,fh40,,float,,,
1299,TileId_appended_c,fh20,,float,,,
1300,TileId_appended_c,fh10,,float,,,
1301,TileId_appended_c,fh5,,float,,,
1302,TileId_appended_c,lh95,,float,,,
1303,TileId_appended_c,lh90,,float,,,
1304,TileId_appended_c,lh70,,float,,,
1305,TileId_appended_c,lh50,,float,,,
1306,TileId_appended_c,lh30,,float,,,
1307,TileId_appended_c,lh10,,float,,,
1308,TileId_appended_c,lh5,,float,,,
1309,TileId_appended_c,hawi99,,float,,,
1310,TileId_appended_c,hawi95,,float,,,
1311,TileId_appended_c,hawi80,,float,,,
1312,TileId_appended_c,hawi60,,float,,,
1313,TileId_appended_c,hawi40,,float,,,
1314,TileId_appended_c,hawi20,,float,,,
1315,TileId_appended_c,hawi10,,float,,,
1316,TileId_appended_c,hawi5,,float,,,
1317,TileId_appended_c,fvege,,float,,,
1318,TileId_appended_c,fhmean,,float,,,
1319,TileId_appended_c,fhstd,,float,,,
1320,TileId_appended_c,fimean,,float,,,
1321,TileId_appended_c,fistd,,float,,,
1322,TileId_appended_c,lvege,,float,,,
1323,TileId_appended_c,lhmean,,float,,,
1324,TileId_appended_c,lstd,,float,,,
1325,TileId_appended_c,limean,,float,,,
1326,TileId_appended_c,listd,,float,,,
1327,TileId_appended_c,fh95/fh99,,float,,,
1328,TileId_appended_c,fh80/fh99,,float,,,
1329,TileId_appended_c,fh60/fh99,,float,,,
1330,TileId_appended_c,fh40/fh99,,float,,,
1331,TileId_appended_c,fh20/fh99,,float,,,
1332,TileId_appended_c,(fh95-lh20)/fh99,,float,,,
1333,TileId_appended_c,(fh95-lh40)/fh99,,float,,,
1334,TileId_appended_c,(fh95-lh60)/fh99,,float,,,
1335,TileId_appended_c,(fh95-lh80)/fh99,,float,,,
1336,TileId_appended_c,(fh95-lh95)/fh99,,float,,,
1337,TileId_appended_c,fh70/fh90,,float,,,
1338,TileId_appended_c,fh50/fh90,,float,,,
1339,TileId_appended_c,fh30/fh90,,float,,,
1340,TileId_appended_c,fh10/fh90,,float,,,
1341,TileId_appended_c,(fh70-lh70)/fh90,,float,,,
1342,TileId_appended_c,(fh70-lh50)/fh90,,float,,,
1343,TileId_appended_c,(fh70-lh30)/fh90,,float,,,
1344,TileId_appended_c,(fh70-lh10)/fh90,,float,,,
1345,TileId_appended_c,fd95,,float,,,
1346,TileId_appended_c,fd80,,float,,,
1347,TileId_appended_c,fd60,,float,,,
1348,TileId_appended_c,fd40,,float,,,
1349,TileId_appended_c,fd20,,float,,,
1350,TileId_appended_c,fd10,,float,,,
1351,TileId_appended_c,fintDzw99,,float,,,
1352,TileId_appended_c,fintDzw90,,float,,,
1353,TileId_appended_c,fintDzw70,,float,,,
1354,TileId_appended_c,fintDzw50,,float,,,
1355,TileId_appended_c,fintDzw30,,float,,,
1356,TileId_appended_c,fintDzw10,,float,,,
1357,TileId_appended_c,u_red,,float,,,
1358,TileId_appended_c,u_grn,,float,,,
1359,TileId_appended_c,u_blu,,float,,,
1360,TileId_appended_c,u_nir,,float,,,
1361,TileId_appended_c,u_ndvi,,float,,,
1362,TileId_appended_c,u_red/grn,,float,,,
1363,TileId_appended_c,u_red/blu,,float,,,
1364,TileId_appended_c,u_red/nir,,float,,,
1365,TileId_appended_c,u_grn/nir,,float,,,
1366,TileId_appended_c,u_blu/nir,,float,,,
1367,TileId_appended_c,l_red,,float,,,
1368,TileId_appended_c,l_grn,,float,,,
1369,TileId_appended_c,l_blu,,float,,,
1370,TileId_appended_c,l_nir,,float,,,
1371,TileId_appended_c,l_ndvi,,float,,,
1372,TileId_appended_c,l_red/grn,,float,,,
1373,TileId_appended_c,l_red/blu,,float,,,
1374,TileId_appended_c,l_red/nir,,float,,,
1375,TileId_appended_c,l_grn/nir,,float,,,
1376,TileId_appended_c,l_blu/nir,,float,,,
1377,TileId_appended_c,d_red,,float,,,
1378,TileId_appended_c,d_grn,,float,,,
1379,TileId_appended_c,d_blu,,float,,,
1380,TileId_appended_c,d_nir,,float,,,
1381,TileId_appended_c,d_red/blu,,float,,,
1382,TileId_appended_c,d_grn/nir,,float,,,
1383,TileId_appended_c,d_blu/nir,,float,,,
1384,TileId_appended_c,a_red,,float,,,
1385,TileId_appended_c,a_grn,,float,,,
1386,TileId_appended_c,a_blu,,float,,,
1387,TileId_appended_c,a_nir,,float,,,
1388,TileId_appended_c,a_ndvi,,float,,,
1389,TileId_appended_c,a_red/grn,,float,,,
1390,TileId_appended_c,a_red/blu,,float,,,
1391,TileId_appended_c,a_red/nir,,float,,,
1392,TileId_appended_c,a_grn/nir,,float,,,
1393,TileId_appended_c,a_blu/nir,,float,,,
1394,TileId_appended_c,avg_aspect,,float,,,
1395,TileId_appended_c,std_aspect,,float,,,
1396,TileId_appended_c,min_aspect,,float,,,
1397,TileId_appended_c,max_aspect,,float,,,
1398,TileId_appended_c,avg_dtm,,float,,,
1399,TileId_appended_c,std_dtm,,float,,,
1400,TileId_appended_c,min_dtm,,float,,,
1401,TileId_appended_c,max_dtm,,float,,,
1402,TileId_appended_c,avg_slope,,float,,,
1403,TileId_appended_c,std_slope,,float,,,
1404,TileId_appended_c,min_slope,,float,,,
1405,TileId_appended_c,max_slope,,float,,,
1406,TileId_appended_c,avg_watertable,,float,,,
1407,TileId_appended_c,std_watertable,,float,,,
1408,TileId_appended_c,min_watertable,,float,,,
1409,TileId_appended_c,max_watertable,,float,,,
1410,TileId_appended_c,tileID,LT_ID,integer,,,
1411,TileId_appended_d,CalcUnitId,GRIDCELL_ID,integer,,,
1412,TileId_appended_d,fh99,,float,,,
1413,TileId_appended_d,fh95,,float,,,
1414,TileId_appended_d,fh80,,float,,,
1415,TileId_appended_d,fh60,,float,,,
1416,TileId_appended_d,fh40,,float,,,
1417,TileId_appended_d,fh20,,float,,,
1418,TileId_appended_d,fh10,,float,,,
1419,TileId_appended_d,fh5,,float,,,
1420,TileId_appended_d,lh95,,float,,,
1421,TileId_appended_d,lh90,,float,,,
1422,TileId_appended_d,lh70,,float,,,
1423,TileId_appended_d,lh50,,float,,,
1424,TileId_appended_d,lh30,,float,,,
1425,TileId_appended_d,lh10,,float,,,
1426,TileId_appended_d,lh5,,float,,,
1427,TileId_appended_d,hawi99,,float,,,
1428,TileId_appended_d,hawi95,,float,,,
1429,TileId_appended_d,hawi80,,float,,,
1430,TileId_appended_d,hawi60,,float,,,
1431,TileId_appended_d,hawi40,,float,,,
1432,TileId_appended_d,hawi20,,float,,,
1433,TileId_appended_d,hawi10,,float,,,
1434,TileId_appended_d,hawi5,,float,,,
1435,TileId_appended_d,fvege,,float,,,
1436,TileId_appended_d,fhmean,,float,,,
1437,TileId_appended_d,fhstd,,float,,,
1438,TileId_appended_d,fimean,,float,,,
1439,TileId_appended_d,fistd,,float,,,
1440,TileId_appended_d,lvege,,float,,,
1441,TileId_appended_d,lhmean,,float,,,
1442,TileId_appended_d,lstd,,float,,,
1443,TileId_appended_d,limean,,float,,,
1444,TileId_appended_d,listd,,float,,,
1445,TileId_appended_d,fh95/fh99,,float,,,
1446,TileId_appended_d,fh80/fh99,,float,,,
1447,TileId_appended_d,fh60/fh99,,float,,,
1448,TileId_appended_d,fh40/fh99,,float,,,
1449,TileId_appended_d,fh20/fh99,,float,,,
1450,TileId_appended_d,(fh95-lh20)/fh99,,float,,,
1451,TileId_appended_d,(fh95-lh40)/fh99,,float,,,
1452,TileId_appended_d,(fh95-lh60)/fh99,,float,,,
1453,TileId_appended_d,(fh95-lh80)/fh99,,float,,,
1454,TileId_appended_d,(fh95-lh95)/fh99,,float,,,
1455,TileId_appended_d,fh70/fh90,,float,,,
1456,TileId_appended_d,fh50/fh90,,float,,,
1457,TileId_appended_d,fh30/fh90,,float,,,
1458,TileId_appended_d,fh10/fh90,,float,,,
1459,TileId_appended_d,(fh70-lh70)/fh90,,float,,,
1460,TileId_appended_d,(fh70-lh50)/fh90,,float,,,
1461,TileId_appended_d,(fh70-lh30)/fh90,,float,,,
1462,TileId_appended_d,(fh70-lh10)/fh90,,float,,,
1463,TileId_appended_d,fd95,,float,,,
1464,TileId_appended_d,fd80,,float,,,
1465,TileId_appended_d,fd60,,float,,,
1466,TileId_appended_d,fd40,,float,,,
1467,TileId_appended_d,fd20,,float,,,
1468,TileId_appended_d,fd10,,float,,,
1469,TileId_appended_d,fintDzw99,,float,,,
1470,TileId_appended_d,fintDzw90,,float,,,
1471,TileId_appended_d,fintDzw70,,float,,,
1472,TileId_appended_d,fintDzw50,,float,,,
1473,TileId_appended_d,fintDzw30,,float,,,
1474,TileId_appended_d,fintDzw10,,float,,,
1475,TileId_appended_d,u_red,,float,,,
1476,TileId_appended_d,u_grn,,float,,,
1477,TileId_appended_d,u_blu,,float,,,
1478,TileId_appended_d,u_nir,,float,,,
1479,TileId_appended_d,u_ndvi,,float,,,
1480,TileId_appended_d,u_red/grn,,float,,,
1481,TileId_appended_d,u_red/blu,,float,,,
1482,TileId_appended_d,u_red/nir,,float,,,
1483,TileId_appended_d,u_grn/nir,,float,,,
1484,TileId_appended_d,u_blu/nir,,float,,,
1485,TileId_appended_d,l_red,,float,,,
1486,TileId_appended_d,l_grn,,float,,,
1487,TileId_appended_d,l_blu,,float,,,
1488,TileId_appended_d,l_nir,,float,,,
1489,TileId_appended_d,l_ndvi,,float,,,
