TVID,TABLENAME,VARNAME,NEWVARNAME,VARTYPE,VARDEFAULT,SELECT,DESCRIPTION
300,CLIMATE_Groundplots,ID1,NPLOTID,integer,,,PLOT ID FROM GROUND PLOT DATABASE
301,CLIMATE_Groundplots,ID2,CLG_ID2,string,,,Source
302,CLIMATE_Groundplots,Latitude,CLG_Latitude,float,,,
303,CLIMATE_Groundplots,Longitude,CLG_Longitude,float,,,
304,CLIMATE_Groundplots,Elevation,CLG_Elevation,float,,,
305,CLIMATE_Groundplots,Tmax01,CLG_Tmax01,float,,,Jan max mean temp (C)
306,CLIMATE_Groundplots,Tmax02,CLG_Tmax02,float,,,Feb max mean temp (C)
307,CLIMATE_Groundplots,Tmax03,CLG_Tmax03,float,,,Mar max mean temp (C)
308,CLIMATE_Groundplots,Tmax04,CLG_Tmax04,float,,,April max mean temp (C)
309,CLIMATE_Groundplots,Tmax05,CLG_Tmax05,float,,,May max mean temp (C)
310,CLIMATE_Groundplots,Tmax06,CLG_Tmax06,float,,,June max mean temp (C)
311,CLIMATE_Groundplots,Tmax07,CLG_Tmax07,float,,,July max mean temp (C)
312,CLIMATE_Groundplots,Tmax08,CLG_Tmax08,float,,,Aug max mean temp (C)
313,CLIMATE_Groundplots,Tmax09,CLG_Tmax09,float,,,Sept max mean temp (C)
314,CLIMATE_Groundplots,Tmax10,CLG_Tmax10,float,,,Oct max mean temp (C)
315,CLIMATE_Groundplots,Tmax11,CLG_Tmax11,float,,,Nov max mean temp (C)
316,CLIMATE_Groundplots,Tmax12,CLG_Tmax12,float,,,Dec max mean temp (C)
317,CLIMATE_Groundplots,Tmin01,CLG_Tmin01,float,,,Jan min mean temp (C)
318,CLIMATE_Groundplots,Tmin02,CLG_Tmin02,float,,,Feb min mean temp (C)
319,CLIMATE_Groundplots,Tmin03,CLG_Tmin03,float,,,Mar min mean temp (C)
320,CLIMATE_Groundplots,Tmin04,CLG_Tmin04,float,,,April min mean temp (C)
321,CLIMATE_Groundplots,Tmin05,CLG_Tmin05,float,,,May min mean temp (C)
322,CLIMATE_Groundplots,Tmin06,CLG_Tmin06,float,,,June min mean temp (C)
323,CLIMATE_Groundplots,Tmin07,CLG_Tmin07,float,,,July min mean temp (C)
324,CLIMATE_Groundplots,Tmin08,CLG_Tmin08,float,,,Aug min mean temp (C)
325,CLIMATE_Groundplots,Tmin09,CLG_Tmin09,float,,,Sept min mean temp (C)
326,CLIMATE_Groundplots,Tmin10,CLG_Tmin10,float,,,Oct min mean temp (C)
327,CLIMATE_Groundplots,Tmin11,CLG_Tmin11,float,,,Nov min mean temp (C)
328,CLIMATE_Groundplots,Tmin12,CLG_Tmin12,float,,,Dec min mean temp (C)
329,CLIMATE_Groundplots,Tave01,CLG_Tave01,float,,,Jan mean temp (C)
330,CLIMATE_Groundplots,Tave02,CLG_Tave02,float,,,Feb mean temp (C)
331,CLIMATE_Groundplots,Tave03,CLG_Tave03,float,,,Mar mean temp (C)
332,CLIMATE_Groundplots,Tave04,CLG_Tave04,float,,,April mean temp (C)
333,CLIMATE_Groundplots,Tave05,CLG_Tave05,float,,,May mean temp (C)
334,CLIMATE_Groundplots,Tave06,CLG_Tave06,float,,,June mean temp (C)
335,CLIMATE_Groundplots,Tave07,CLG_Tave07,float,,,July mean temp (C)
336,CLIMATE_Groundplots,Tave08,CLG_Tave08,float,,,Aug mean temp (C)
337,CLIMATE_Groundplots,Tave09,CLG_Tave09,float,,,Sept mean temp (C)
338,CLIMATE_Groundplots,Tave10,CLG_Tave10,float,,,Oct mean temp (C)
339,CLIMATE_Groundplots,Tave11,CLG_Tave11,float,,,Nov mean temp (C)
340,CLIMATE_Groundplots,Tave12,CLG_Tave12,float,,,Dec mean temp (C)
341,CLIMATE_Groundplots,PPT01,CLG_PPT01,float,,,Jan precip (mm)
342,CLIMATE_Groundplots,PPT02,CLG_PPT02,float,,,Feb precip (mm)
343,CLIMATE_Groundplots,PPT03,CLG_PPT03,float,,,Mar precip (mm)
344,CLIMATE_Groundplots,PPT04,CLG_PPT04,float,,,April precip (mm)
345,CLIMATE_Groundplots,PPT05,CLG_PPT05,float,,,May precip (mm)
346,CLIMATE_Groundplots,PPT06,CLG_PPT06,float,,,June precip (mm)
347,CLIMATE_Groundplots,PPT07,CLG_PPT07,float,,,July precip (mm)
348,CLIMATE_Groundplots,PPT08,CLG_PPT08,float,,,Aug precip (mm)
349,CLIMATE_Groundplots,PPT09,CLG_PPT09,float,,,Sept precip (mm)
350,CLIMATE_Groundplots,PPT10,CLG_PPT10,float,,,Oct precip (mm)
351,CLIMATE_Groundplots,PPT11,CLG_PPT11,float,,,Nov precip (mm)
352,CLIMATE_Groundplots,PPT12,CLG_PPT12,float,,,Dec precip (mm)
353,CLIMATE_Groundplots,DD_0_01,CLG_DD_0_01,float,,,Jan degree days below 0C
354,CLIMATE_Groundplots,DD_0_02,CLG_DD_0_02,float,,,Feb degree days below 0C
355,CLIMATE_Groundplots,DD_0_03,CLG_DD_0_03,float,,,Mar degree days below 0C
356,CLIMATE_Groundplots,DD_0_04,CLG_DD_0_04,float,,,April degree days below 0C
357,CLIMATE_Groundplots,DD_0_05,CLG_DD_0_05,float,,,May degree days below 0C
358,CLIMATE_Groundplots,DD_0_06,CLG_DD_0_06,float,,,June degree days below 0C
359,CLIMATE_Groundplots,DD_0_07,CLG_DD_0_07,float,,,July degree days below 0C
360,CLIMATE_Groundplots,DD_0_08,CLG_DD_0_08,float,,,Aug degree days below 0C
361,CLIMATE_Groundplots,DD_0_09,CLG_DD_0_09,float,,,Sept degree days below 0C
362,CLIMATE_Groundplots,DD_0_10,CLG_DD_0_10,float,,,Oct degree days below 0C
363,CLIMATE_Groundplots,DD_0_11,CLG_DD_0_11,float,,,Nov degree days below 0C
364,CLIMATE_Groundplots,DD_0_12,CLG_DD_0_12,float,,,Dec degree days below 0C
365,CLIMATE_Groundplots,DD5_01,CLG_DD5_01,float,,,Jan degree days above 5C
366,CLIMATE_Groundplots,DD5_02,CLG_DD5_02,float,,,Feb degree days above 5C
367,CLIMATE_Groundplots,DD5_03,CLG_DD5_03,float,,,Mar degree days above 5C
368,CLIMATE_Groundplots,DD5_04,CLG_DD5_04,float,,,April degree days above 5C
369,CLIMATE_Groundplots,DD5_05,CLG_DD5_05,float,,,May degree days above 5C
370,CLIMATE_Groundplots,DD5_06,CLG_DD5_06,float,,,June degree days above 5C
371,CLIMATE_Groundplots,DD5_07,CLG_DD5_07,float,,,July degree days above 5C
372,CLIMATE_Groundplots,DD5_08,CLG_DD5_08,float,,,Aug degree days above 5C
373,CLIMATE_Groundplots,DD5_09,CLG_DD5_09,float,,,Sept degree days above 5C
374,CLIMATE_Groundplots,DD5_10,CLG_DD5_10,float,,,Oct degree days above 5C
375,CLIMATE_Groundplots,DD5_11,CLG_DD5_11,float,,,Nov degree days above 5C
376,CLIMATE_Groundplots,DD5_12,CLG_DD5_12,float,,,Dec degree days above 5C
377,CLIMATE_Groundplots,DD_18_01,CLG_DD_18_01,float,,,Jan degree days below 18C
378,CLIMATE_Groundplots,DD_18_02,CLG_DD_18_02,float,,,Feb degree days below 18C
379,CLIMATE_Groundplots,DD_18_03,CLG_DD_18_03,float,,,Mar degree days below 18C
380,CLIMATE_Groundplots,DD_18_04,CLG_DD_18_04,float,,,April degree days below 18C
381,CLIMATE_Groundplots,DD_18_05,CLG_DD_18_05,float,,,May degree days below 18C
382,CLIMATE_Groundplots,DD_18_06,CLG_DD_18_06,float,,,June degree days below 18C
383,CLIMATE_Groundplots,DD_18_07,CLG_DD_18_07,float,,,July degree days below 18C
384,CLIMATE_Groundplots,DD_18_08,CLG_DD_18_08,float,,,Aug degree days below 18C
385,CLIMATE_Groundplots,DD_18_09,CLG_DD_18_09,float,,,Sept degree days below 18C
386,CLIMATE_Groundplots,DD_18_10,CLG_DD_18_10,float,,,Oct degree days below 18C
387,CLIMATE_Groundplots,DD_18_11,CLG_DD_18_11,float,,,Nov degree days below 18C
388,CLIMATE_Groundplots,DD_18_12,CLG_DD_18_12,float,,,Dec degree days below 18C
389,CLIMATE_Groundplots,DD18_01,CLG_DD18_01,float,,,Jan degree days above 18C
390,CLIMATE_Groundplots,DD18_02,CLG_DD18_02,float,,,Feb degree days above 18C
391,CLIMATE_Groundplots,DD18_03,CLG_DD18_03,float,,,Mar degree days above 18C
392,CLIMATE_Groundplots,DD18_04,CLG_DD18_04,float,,,April degree days above 18C
393,CLIMATE_Groundplots,DD18_05,CLG_DD18_05,float,,,May degree days above 18C
394,CLIMATE_Groundplots,DD18_06,CLG_DD18_06,float,,,June degree days above 18C
395,CLIMATE_Groundplots,DD18_07,CLG_DD18_07,float,,,July degree days above 18C
396,CLIMATE_Groundplots,DD18_08,CLG_DD18_08,float,,,Aug degree days above 18C
397,CLIMATE_Groundplots,DD18_09,CLG_DD18_09,float,,,Sept degree days above 18C
398,CLIMATE_Groundplots,DD18_10,CLG_DD18_10,float,,,Oct degree days above 18C
399,CLIMATE_Groundplots,DD18_11,CLG_DD18_11,float,,,Nov degree days above 18C
400,CLIMATE_Groundplots,DD18_12,CLG_DD18_12,float,,,Dec degree days above 18C
401,CLIMATE_Groundplots,NFFD01,CLG_NFFD01,float,,,Jan frost free days
402,CLIMATE_Groundplots,NFFD02,CLG_NFFD02,float,,,Feb frost free days
403,CLIMATE_Groundplots,NFFD03,CLG_NFFD03,float,,,Mar frost free days
404,CLIMATE_Groundplots,NFFD04,CLG_NFFD04,float,,,April frost free days
405,CLIMATE_Groundplots,NFFD05,CLG_NFFD05,float,,,May frost free days
406,CLIMATE_Groundplots,NFFD06,CLG_NFFD06,float,,,June frost free days
407,CLIMATE_Groundplots,NFFD07,CLG_NFFD07,float,,,July frost free days
408,CLIMATE_Groundplots,NFFD08,CLG_NFFD08,float,,,Aug frost free days
409,CLIMATE_Groundplots,NFFD09,CLG_NFFD09,float,,,Sept frost free days
410,CLIMATE_Groundplots,NFFD10,CLG_NFFD10,float,,,Oct frost free days
411,CLIMATE_Groundplots,NFFD11,CLG_NFFD11,float,,,Nov frost free days
412,CLIMATE_Groundplots,NFFD12,CLG_NFFD12,float,,,Dec frost free days
413,CLIMATE_Groundplots,PAS01,CLG_PAS01,float,,,Jan precip as snow (mm)
414,CLIMATE_Groundplots,PAS02,CLG_PAS02,float,,,Feb precip as snow (mm)
415,CLIMATE_Groundplots,PAS03,CLG_PAS03,float,,,Mar precip as snow (mm)
416,CLIMATE_Groundplots,PAS04,CLG_PAS04,float,,,April precip as snow (mm)
417,CLIMATE_Groundplots,PAS05,CLG_PAS05,float,,,May precip as snow (mm)
418,CLIMATE_Groundplots,PAS06,CLG_PAS06,float,,,June precip as snow (mm)
419,CLIMATE_Groundplots,PAS07,CLG_PAS07,float,,,July precip as snow (mm)
420,CLIMATE_Groundplots,PAS08,CLG_PAS08,float,,,Aug precip as snow (mm)
421,CLIMATE_Groundplots,PAS09,CLG_PAS09,float,,,Sept precip as snow (mm)
422,CLIMATE_Groundplots,PAS10,CLG_PAS10,float,,,Oct precip as snow (mm)
423,CLIMATE_Groundplots,PAS11,CLG_PAS11,float,,,Nov precip as snow (mm)
424,CLIMATE_Groundplots,PAS12,CLG_PAS12,float,,,Dec precip as snow (mm)
425,CLIMATE_Groundplots,Eref01,CLG_Eref01,float,,,Jan Hargreaves ref evaporation
426,CLIMATE_Groundplots,Eref02,CLG_Eref02,float,,,Feb Hargreaves ref evaporation
427,CLIMATE_Groundplots,Eref03,CLG_Eref03,float,,,Mar Hargreaves ref evaporation
428,CLIMATE_Groundplots,Eref04,CLG_Eref04,float,,,April Hargreaves ref evaporation
429,CLIMATE_Groundplots,Eref05,CLG_Eref05,float,,,May Hargreaves ref evaporation
430,CLIMATE_Groundplots,Eref06,CLG_Eref06,float,,,June Hargreaves ref evaporation
431,CLIMATE_Groundplots,Eref07,CLG_Eref07,float,,,July Hargreaves ref evaporation
432,CLIMATE_Groundplots,Eref08,CLG_Eref08,float,,,Aug Hargreaves ref evaporation
433,CLIMATE_Groundplots,Eref09,CLG_Eref09,float,,,Sept Hargreaves ref evaporation
434,CLIMATE_Groundplots,Eref10,CLG_Eref10,float,,,Oct Hargreaves ref evaporation
435,CLIMATE_Groundplots,Eref11,CLG_Eref11,float,,,Nov Hargreaves ref evaporation
436,CLIMATE_Groundplots,Eref12,CLG_Eref12,float,,,Dec Hargreaves ref evaporation
437,CLIMATE_Groundplots,CMD01,CLG_CMD01,float,,,Jan Hargreaves climatic moisture deficit
438,CLIMATE_Groundplots,CMD02,CLG_CMD02,float,,,Feb Hargreaves climatic moisture deficit
439,CLIMATE_Groundplots,CMD03,CLG_CMD03,float,,,Mar Hargreaves climatic moisture deficit
440,CLIMATE_Groundplots,CMD04,CLG_CMD04,float,,,April Hargreaves climatic moisture deficit
441,CLIMATE_Groundplots,CMD05,CLG_CMD05,float,,,May Hargreaves climatic moisture deficit
442,CLIMATE_Groundplots,CMD06,CLG_CMD06,float,,,June Hargreaves climatic moisture deficit
443,CLIMATE_Groundplots,CMD07,CLG_CMD07,float,,,July Hargreaves climatic moisture deficit
444,CLIMATE_Groundplots,CMD08,CLG_CMD08,float,,,Aug Hargreaves climatic moisture deficit
445,CLIMATE_Groundplots,CMD09,CLG_CMD09,float,,,Sept Hargreaves climatic moisture deficit
446,CLIMATE_Groundplots,CMD10,CLG_CMD10,float,,,Oct Hargreaves climatic moisture deficit
447,CLIMATE_Groundplots,CMD11,CLG_CMD11,float,,,Nov Hargreaves climatic moisture deficit
448,CLIMATE_Groundplots,CMD12,CLG_CMD12,float,,,Dec Hargreaves climatic moisture deficit
449,CLIMATE_Groundplots,Tmax_wt,CLG_Tmax_wt,float,,,winter mean max temp (C)
450,CLIMATE_Groundplots,Tmax_sp,CLG_Tmax_sp,float,,,spring mean max temp (C)
451,CLIMATE_Groundplots,Tmax_sm,CLG_Tmax_sm,float,,,summer mean max temp (C)
452,CLIMATE_Groundplots,Tmax_at,CLG_Tmax_at,float,,,autumn mean max temp (C)
453,CLIMATE_Groundplots,Tmin_wt,CLG_Tmin_wt,float,,,winter mean min temp (C)
454,CLIMATE_Groundplots,Tmin_sp,CLG_Tmin_sp,float,,,spring mean min temp (C)
455,CLIMATE_Groundplots,Tmin_sm,CLG_Tmin_sm,float,,,summer mean min temp (C)
456,CLIMATE_Groundplots,Tmin_at,CLG_Tmin_at,float,,,autumn mean min temp (C)
457,CLIMATE_Groundplots,Tave_wt,CLG_Tave_wt,float,,,winter (Dec-Feb) mean temp (C)
458,CLIMATE_Groundplots,Tave_sp,CLG_Tave_sp,float,,,spring (Mar-May) mean temp (C)
459,CLIMATE_Groundplots,Tave_sm,CLG_Tave_sm,float,,,summer (June-Aug) mean temp (C)
460,CLIMATE_Groundplots,Tave_at,CLG_Tave_at,float,,,autumn (Sept-Nov) mean temp (C)
461,CLIMATE_Groundplots,PPT_wt,CLG_PPT_wt,float,,,winter precip (mm)
462,CLIMATE_Groundplots,PPT_sp,CLG_PPT_sp,float,,,spring precip (mm)
463,CLIMATE_Groundplots,PPT_sm,CLG_PPT_sm,float,,,summer precip (mm)
464,CLIMATE_Groundplots,PPT_at,CLG_PPT_at,float,,,autumn precip (mm)
465,CLIMATE_Groundplots,DD_0_wt,CLG_DD_0_wt,float,,,degree days below 0C - winter
466,CLIMATE_Groundplots,DD_0_sp,CLG_DD_0_sp,float,,,degree days below 0C - spring
467,CLIMATE_Groundplots,DD_0_sm,CLG_DD_0_sm,float,,,degree days below 0C - summer
468,CLIMATE_Groundplots,DD_0_at,CLG_DD_0_at,float,,,degree days below 0C - autumn
469,CLIMATE_Groundplots,DD5_wt,CLG_DD5_wt,float,,,degree days above 5C - winter
470,CLIMATE_Groundplots,DD5_sp,CLG_DD5_sp,float,,,degree days above 5C - spring
471,CLIMATE_Groundplots,DD5_sm,CLG_DD5_sm,float,,,degree days above 5C - summer
472,CLIMATE_Groundplots,DD5_at,CLG_DD5_at,float,,,degree days above 5C - autumn
473,CLIMATE_Groundplots,DD_18_wt,CLG_DD_18_wt,float,,,degree days below 18C - winter
474,CLIMATE_Groundplots,DD_18_sp,CLG_DD_18_sp,float,,,degree days below 18C - spring
475,CLIMATE_Groundplots,DD_18_sm,CLG_DD_18_sm,float,,,degree days below 18C - summer
476,CLIMATE_Groundplots,DD_18_at,CLG_DD_18_at,float,,,degree days below 18C - autumn
477,CLIMATE_Groundplots,DD18_wt,CLG_DD18_wt,float,,,degree days above 18C - winter
478,CLIMATE_Groundplots,DD18_sp,CLG_DD18_sp,float,,,degree days above 18C - spring
479,CLIMATE_Groundplots,DD18_sm,CLG_DD18_sm,float,,,degree days above 18C - summer
480,CLIMATE_Groundplots,DD18_at,CLG_DD18_at,float,,,degree days above 18C - autumn
481,CLIMATE_Groundplots,NFFD_wt,CLG_NFFD_wt,float,,,number of frost free days - winter
482,CLIMATE_Groundplots,NFFD_sp,CLG_NFFD_sp,float,,,number of frost free days - spring
483,CLIMATE_Groundplots,NFFD_sm,CLG_NFFD_sm,float,,,number of frost free days - summer
484,CLIMATE_Groundplots,NFFD_at,CLG_NFFD_at,float,,,number of frost free days - autumn
485,CLIMATE_Groundplots,PAS_wt,CLG_PAS_wt,float,,,precip as snow (mm) - winter
486,CLIMATE_Groundplots,PAS_sp,CLG_PAS_sp,float,,,precip as snow (mm) - spring
487,CLIMATE_Groundplots,PAS_sm,CLG_PAS_sm,float,,,precip as snow (mm) - summer
488,CLIMATE_Groundplots,PAS_at,CLG_PAS_at,float,,,precip as snow (mm) - autumn
489,CLIMATE_Groundplots,Eref_wt,CLG_Eref_wt,float,,,Hargreaves ref evap - winter
490,CLIMATE_Groundplots,Eref_sp,CLG_Eref_sp,float,,,Hargreaves ref evap - spring
491,CLIMATE_Groundplots,Eref_sm,CLG_Eref_sm,float,,,Hargreaves ref evap - summer
492,CLIMATE_Groundplots,Eref_at,CLG_Eref_at,float,,,Hargreaves ref evap - autumn
493,CLIMATE_Groundplots,CMD_wt,CLG_CMD_wt,float,,,Hargreaves climatic moisture deficit - winter
494,CLIMATE_Groundplots,CMD_sp,CLG_CMD_sp,float,,,Hargreaves climatic moisture deficit - spring
495,CLIMATE_Groundplots,CMD_sm,CLG_CMD_sm,float,,,Hargreaves climatic moisture deficit - summer
496,CLIMATE_Groundplots,CMD_at,CLG_CMD_at,float,,,Hargreaves climatic moisture deficit - autumn
497,CLIMATE_Groundplots,MAT,CLG_MAT,float,,,mean annual temp (C)
498,CLIMATE_Groundplots,MWMT,CLG_MWMT,float,,,mean warmest month temp (C)
499,CLIMATE_Groundplots,MCMT,CLG_MCMT,float,,,mean coldest month temp (C)
500,CLIMATE_Groundplots,TD,CLG_TD,float,,,temp diff btw MWMT and MCMT (C)
501,CLIMATE_Groundplots,MAP,CLG_MAP,float,,,mean annual precip (mm)
502,CLIMATE_Groundplots,MSP,CLG_MSP,float,,,mean annual summer (may-sept) precip (mm)
503,CLIMATE_Groundplots,AHM,CLG_AHM,float,,,annual heat moisture index
504,CLIMATE_Groundplots,SHM,CLG_SHM,float,,,summer heat moisture index
505,CLIMATE_Groundplots,DD_0,CLG_DD_0,float,,,degree days below 0C
506,CLIMATE_Groundplots,DD5,CLG_DD5,float,,,degree days above 5C
507,CLIMATE_Groundplots,DD_18,CLG_DD_18,float,,,degree days below 18C
508,CLIMATE_Groundplots,DD18,CLG_DD18,float,,,degree days above 18C
509,CLIMATE_Groundplots,NFFD,CLG_NFFD,float,,,number of frost free days
510,CLIMATE_Groundplots,bFFP,CLG_bFFP,float,,,julian date on which FFP begins
511,CLIMATE_Groundplots,eFFP,CLG_eFFP,float,,,julian date on which FFP ends
512,CLIMATE_Groundplots,FFP,CLG_FFP,float,,,frost free period
513,CLIMATE_Groundplots,PAS,CLG_PAS,float,,,precip as snow (mm)
514,CLIMATE_Groundplots,EMT,CLG_EMT,float,,,extreme minimum temp over 30 years
515,CLIMATE_Groundplots,EXT,CLG_EXT,float,,,extreme maximum temp over 30 years
516,CLIMATE_Groundplots,Eref,CLG_Eref,float,,,hargreaves reference evaporation
517,CLIMATE_Groundplots,CMD,CLG_CMD,float,,,hargreasves climatic moisture deficit
518,DATADIC,DATAID,,integer,,,
519,DATADIC,ATTRIBUTE,,string,,,
520,DATADIC,TABLE,,string,,,
521,DATADIC,TYPE,,string,,,
522,DATADIC,ATTRDEF,,string,,,
523,DATADIC,DESCRIPTION,,string,,,
524,Gridcells,OBJECT_ID,GRID_OBJECT_ID,integer,,,
525,Gridcells,ID_L1,MICROSTAND_ID,integer,,,
526,Gridcells,ID_L2,GRIDCELL_ID,integer,,,
527,Gridcells,AREA_M2,GRID_AREA_M2,float,,,
528,Gridcells,Shape_Length,GRID_Shape_Length,float,,,
529,Gridcells,Shape_Area,GRID_Shape_Area,float,,,
530,Groundplot_Tarx_File,CalcUnitId,NPLOTID,integer,,,PLOT ID FROM GROUND PLOT DATABASE
531,Groundplot_Tarx_File,fh99,GTX_fh99,float,,,
532,Groundplot_Tarx_File,fh95,GTX_fh95,float,,,
533,Groundplot_Tarx_File,fh80,GTX_fh80,float,,,
534,Groundplot_Tarx_File,fh60,GTX_fh60,float,,,
535,Groundplot_Tarx_File,fh40,GTX_fh40,float,,,
536,Groundplot_Tarx_File,fh20,GTX_fh20,float,,,
537,Groundplot_Tarx_File,fh10,GTX_fh10,float,,,
538,Groundplot_Tarx_File,fh5,GTX_fh5,float,,,
539,Groundplot_Tarx_File,lh95,GTX_lh95,float,,,
540,Groundplot_Tarx_File,lh90,GTX_lh90,float,,,
541,Groundplot_Tarx_File,lh70,GTX_lh70,float,,,
542,Groundplot_Tarx_File,lh50,GTX_lh50,float,,,
543,Groundplot_Tarx_File,lh30,GTX_lh30,float,,,
544,Groundplot_Tarx_File,lh10,GTX_lh10,float,,,
545,Groundplot_Tarx_File,lh5,GTX_lh5,float,,,
546,Groundplot_Tarx_File,hawi99,GTX_hawi99,float,,,
547,Groundplot_Tarx_File,hawi95,GTX_hawi95,float,,,
548,Groundplot_Tarx_File,hawi80,GTX_hawi80,float,,,
549,Groundplot_Tarx_File,hawi60,GTX_hawi60,float,,,
550,Groundplot_Tarx_File,hawi40,GTX_hawi40,float,,,
551,Groundplot_Tarx_File,hawi20,GTX_hawi20,float,,,
552,Groundplot_Tarx_File,hawi10,GTX_hawi10,float,,,
553,Groundplot_Tarx_File,hawi5,GTX_hawi5,float,,,
554,Groundplot_Tarx_File,fvege,GTX_fvege,float,,,
555,Groundplot_Tarx_File,fhmean,GTX_fhmean,float,,,
556,Groundplot_Tarx_File,fhstd,GTX_fhstd,float,,,
557,Groundplot_Tarx_File,fimean,GTX_fimean,float,,,
558,Groundplot_Tarx_File,fistd,GTX_fistd,float,,,
559,Groundplot_Tarx_File,lvege,GTX_lvege,float,,,
560,Groundplot_Tarx_File,lhmean,GTX_lhmean,float,,,
561,Groundplot_Tarx_File,lstd,GTX_lstd,float,,,
562,Groundplot_Tarx_File,limean,GTX_limean,float,,,
563,Groundplot_Tarx_File,listd,GTX_listd,float,,,
564,Groundplot_Tarx_File,fh95/fh99,GTX_fh95/fh99,float,,,
565,Groundplot_Tarx_File,fh80/fh99,GTX_fh80/fh99,float,,,
566,Groundplot_Tarx_File,fh60/fh99,GTX_fh60/fh99,float,,,
567,Groundplot_Tarx_File,fh40/fh99,GTX_fh40/fh99,float,,,
568,Groundplot_Tarx_File,fh20/fh99,GTX_fh20/fh99,float,,,
569,Groundplot_Tarx_File,(fh95-lh20)/fh99,GTX_(fh95-lh20)/fh99,float,,,
570,Groundplot_Tarx_File,(fh95-lh40)/fh99,GTX_(fh95-lh40)/fh99,float,,,
571,Groundplot_Tarx_File,(fh95-lh60)/fh99,GTX_(fh95-lh60)/fh99,float,,,
572,Groundplot_Tarx_File,(fh95-lh80)/fh99,GTX_(fh95-lh80)/fh99,float,,,
573,Groundplot_Tarx_File,(fh95-lh95)/fh99,GTX_(fh95-lh95)/fh99,float,,,
574,Groundplot_Tarx_File,fh70/fh90,GTX_fh70/fh90,float,,,
575,Groundplot_Tarx_File,fh50/fh90,GTX_fh50/fh90,float,,,
576,Groundplot_Tarx_File,fh30/fh90,GTX_fh30/fh90,float,,,
577,Groundplot_Tarx_File,fh10/fh90,GTX_fh10/fh90,float,,,
578,Groundplot_Tarx_File,(fh70-lh70)/fh90,GTX_(fh70-lh70)/fh90,float,,,
579,Groundplot_Tarx_File,(fh70-lh50)/fh90,GTX_(fh70-lh50)/fh90,float,,,
580,Groundplot_Tarx_File,(fh70-lh30)/fh90,GTX_(fh70-lh30)/fh90,float,,,
581,Groundplot_Tarx_File,(fh70-lh10)/fh90,GTX_(fh70-lh10)/fh90,float,,,
582,Groundplot_Tarx_File,fd95,GTX_fd95,float,,,
583,Groundplot_Tarx_File,fd80,GTX_fd80,float,,,
584,Groundplot_Tarx_File,fd60,GTX_fd60,float,,,
585,Groundplot_Tarx_File,fd40,GTX_fd40,float,,,
586,Groundplot_Tarx_File,fd20,GTX_fd20,float,,,
587,Groundplot_Tarx_File,fd10,GTX_fd10,float,,,
588,Groundplot_Tarx_File,fintDzw99,GTX_fintDzw99,float,,,
589,Groundplot_Tarx_File,fintDzw90,GTX_fintDzw90,float,,,
590,Groundplot_Tarx_File,fintDzw70,GTX_fintDzw70,float,,,
591,Groundplot_Tarx_File,fintDzw50,GTX_fintDzw50,float,,,
592,Groundplot_Tarx_File,fintDzw30,GTX_fintDzw30,float,,,
593,Groundplot_Tarx_File,fintDzw10,GTX_fintDzw10,float,,,
594,Groundplot_Tarx_File,u_red,GTX_u_red,float,,,
595,Groundplot_Tarx_File,u_grn,GTX_u_grn,float,,,
596,Groundplot_Tarx_File,u_blu,GTX_u_blu,float,,,
597,Groundplot_Tarx_File,u_nir,GTX_u_nir,float,,,
598,Groundplot_Tarx_File,u_ndvi,GTX_u_ndvi,float,,,
599,Groundplot_Tarx_File,u_red/grn,GTX_u_red/grn,float,,,
600,Groundplot_Tarx_File,u_red/blu,GTX_u_red/blu,float,,,
601,Groundplot_Tarx_File,u_red/nir,GTX_u_red/nir,float,,,
602,Groundplot_Tarx_File,u_grn/nir,GTX_u_grn/nir,float,,,
603,Groundplot_Tarx_File,u_blu/nir,GTX_u_blu/nir,float,,,
604,Groundplot_Tarx_File,l_red,GTX_l_red,float,,,
605,Groundplot_Tarx_File,l_grn,GTX_l_grn,float,,,
606,Groundplot_Tarx_File,l_blu,GTX_l_blu,float,,,
607,Groundplot_Tarx_File,l_nir,GTX_l_nir,float,,,
608,Groundplot_Tarx_File,l_ndvi,GTX_l_ndvi,float,,,
609,Groundplot_Tarx_File,l_red/grn,GTX_l_red/grn,float,,,
610,Groundplot_Tarx_File,l_red/blu,GTX_l_red/blu,float,,,
611,Groundplot_Tarx_File,l_red/nir,GTX_l_red/nir,float,,,
612,Groundplot_Tarx_File,l_grn/nir,GTX_l_grn/nir,float,,,
613,Groundplot_Tarx_File,l_blu/nir,GTX_l_blu/nir,float,,,
614,Groundplot_Tarx_File,d_red,GTX_d_red,float,,,
615,Groundplot_Tarx_File,d_grn,GTX_d_grn,float,,,
616,Groundplot_Tarx_File,d_blu,GTX_d_blu,float,,,
617,Groundplot_Tarx_File,d_nir,GTX_d_nir,float,,,
618,Groundplot_Tarx_File,d_red/blu,GTX_d_red/blu,float,,,
619,Groundplot_Tarx_File,d_grn/nir,GTX_d_grn/nir,float,,,
620,Groundplot_Tarx_File,d_blu/nir,GTX_d_blu/nir,float,,,
621,Groundplot_Tarx_File,a_red,GTX_a_red,float,,,
622,Groundplot_Tarx_File,a_grn,GTX_a_grn,float,,,
623,Groundplot_Tarx_File,a_blu,GTX_a_blu,float,,,
624,Groundplot_Tarx_File,a_nir,GTX_a_nir,float,,,
