UID,FLDP,OPIP,SAGESAND7,SAGESTRD1,SDENSAN,SDIASTRD7,SPDIASTR2,ZSCORE,ZTRANS,ODDS,p
5240.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
5241.000,0,0,0.000,0.000,0.082,0.000,0,-3.663,0.067,0.000,0.000
5242.000,0,0,0.000,0.000,0.038,0.000,0,-1.676,0.323,0.075,0.070
5243.000,1,0,0.005,0.000,0.020,0.000,0,-2.393,0.231,0.007,0.007
5244.000,1,0,0.013,0.000,0.043,0.000,0,-3.671,0.066,0.000,0.000
5245.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
5246.000,0,0,0.000,0.000,1.543,0.000,0,-4.183,0.000,0.000,0.000
5247.000,0,0,0.000,0.000,0.035,0.000,0,-1.546,0.340,0.108,0.097
5248.000,0,0,0.000,0.000,0.014,0.000,0,-0.638,0.457,0.856,0.461
5249.000,0,0,0.000,0.000,1.545,0.000,0,-4.183,0.000,0.000,0.000
5250.000,0,0,0.000,0.000,0.059,0.000,1,-1.815,0.306,0.051,0.048
5251.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5252.000,0,0,0.000,0.000,2.161,0.000,1,-4.183,0.000,0.000,0.000
5253.000,0,0,0.000,0.000,6.983,0.000,1,-4.183,0.000,0.000,0.000
5254.000,0,0,0.000,0.000,0.044,0.000,0,-1.967,0.286,0.032,0.031
5255.000,0,0,0.000,0.000,5.223,0.000,1,-4.183,0.000,0.000,0.000
5256.000,0,0,0.000,0.000,0.013,0.000,0,-0.581,0.465,0.958,0.489
5257.000,0,0,0.000,0.000,5.384,3.535,0,-4.183,0.000,0.000,0.000
5258.000,0,0,0.000,0.000,16.290,11.842,0,-4.183,0.000,0.000,0.000
5259.000,0,0,0.000,0.000,0.020,0.000,1,-0.052,0.533,2.506,0.715
5260.000,0,0,0.000,0.000,0.058,0.000,1,-1.749,0.314,0.061,0.058
5261.000,0,0,0.000,0.000,0.114,0.000,1,-4.183,0.000,0.000,0.000
5262.000,0,0,0.000,0.000,0.029,0.000,1,-0.470,0.479,1.185,0.542
5263.000,0,0,0.000,0.000,1.442,0.000,1,-4.183,0.000,0.000,0.000
5264.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
5265.000,0,0,0.000,0.000,0.397,0.000,1,-4.183,0.000,0.000,0.000
5266.000,0,0,0.000,0.000,0.006,0.000,0,-0.269,0.505,1.714,0.632
5267.000,0,0,0.000,0.000,0.264,0.000,0,-4.183,0.000,0.000,0.000
5268.000,0,0,0.000,0.000,0.363,0.000,0,-4.183,0.000,0.000,0.000
5269.000,0,0,0.000,0.000,0.560,0.000,0,-4.183,0.000,0.000,0.000
5270.000,0,0,0.000,0.000,0.028,0.000,0,-1.248,0.379,0.228,0.185
5271.000,0,0,0.000,0.000,0.001,0.000,0,-0.031,0.536,2.597,0.722
5272.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5273.000,1,0,0.000,0.000,0.001,0.000,0,-1.363,0.364,0.172,0.147
5274.000,0,0,0.000,0.000,0.004,0.000,0,-0.193,0.515,1.964,0.663
5275.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5276.000,0,0,0.000,0.000,0.106,0.000,0,-4.183,0.000,0.000,0.000
5277.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5278.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5279.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5280.000,0,0,0.000,0.000,0.024,0.000,0,-1.050,0.404,0.360,0.265
5281.000,0,0,0.000,0.000,0.041,0.000,0,-1.805,0.307,0.052,0.049
5282.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5283.000,0,0,0.000,0.000,0.003,0.000,1,0.685,0.628,7.926,0.888
5284.000,0,0,0.000,0.000,0.016,0.001,1,0.150,0.559,3.503,0.778
5285.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5286.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5287.000,0,0,0.000,0.000,0.002,0.000,0,-0.091,0.528,2.342,0.701
5288.000,0,0,0.000,0.000,0.045,0.021,0,-0.951,0.417,0.448,0.309
5289.000,0,0,0.000,0.000,0.008,0.000,0,-0.354,0.494,1.471,0.595
5290.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5291.000,0,0,0.000,0.000,0.026,0.000,0,-1.148,0.392,0.288,0.224
5292.000,0,0,0.000,0.167,1.113,0.167,0,-4.183,0.000,0.000,0.000
5293.000,0,1,0.000,0.000,0.000,0.000,0,1.461,0.728,22.367,0.957
5294.000,0,1,0.019,0.000,0.019,0.000,0,-0.022,0.537,2.636,0.725
5295.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5296.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5297.000,0,0,0.044,0.000,0.044,0.000,0,-3.383,0.103,0.000,0.000
5298.000,0,0,0.000,0.000,0.196,0.000,1,-4.183,0.000,0.000,0.000
5299.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5300.000,0,0,0.000,0.023,0.023,0.000,1,0.948,0.662,11.457,0.920
5301.000,0,0,0.000,0.000,0.199,0.000,1,-4.183,0.000,0.000,0.000
5302.000,0,0,0.000,0.000,0.080,0.000,1,-2.734,0.187,0.002,0.002
5303.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5304.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5305.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5306.000,0,0,0.000,0.000,0.045,0.000,0,-2.024,0.279,0.026,0.026
5307.000,0,0,0.000,0.000,0.497,0.000,0,-4.183,0.000,0.000,0.000
5308.000,0,0,0.000,0.000,11.294,0.000,1,-4.183,0.000,0.000,0.000
5309.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5310.000,0,0,0.029,0.007,0.036,0.000,1,-1.393,0.360,0.160,0.138
5311.000,0,0,0.634,0.081,0.694,0.000,0,-4.183,0.000,0.000,0.000
5312.000,0,1,0.000,0.000,0.000,0.007,0,1.820,0.774,34.465,0.972
5313.000,0,1,0.000,0.027,0.014,0.000,1,3.035,0.931,125.541,0.992
5314.000,0,0,0.000,0.000,0.031,0.000,0,-1.400,0.359,0.157,0.136
5315.000,0,1,0.000,0.000,0.015,0.000,0,0.791,0.642,9.211,0.902
5316.000,0,0,0.000,0.000,0.024,0.000,0,-1.050,0.404,0.360,0.265
5317.000,0,0,0.000,0.000,0.295,0.000,0,-4.183,0.000,0.000,0.000
5318.000,0,0,0.000,0.000,0.028,0.083,0,3.001,0.927,121.386,0.992
5319.000,0,0,0.000,0.000,0.023,0.000,1,-0.206,0.513,1.918,0.657
5320.000,0,0,0.000,0.000,0.181,0.000,1,-4.183,0.000,0.000,0.000
5321.000,0,0,0.000,0.000,0.026,0.000,1,-0.332,0.497,1.530,0.605
5322.000,1,0,0.000,0.000,0.419,0.000,0,-4.183,0.000,0.000,0.000
5323.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
5324.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
5325.000,1,0,0.004,0.000,0.009,0.000,0,-1.844,0.302,0.046,0.044
5326.000,0,0,0.000,0.000,1.451,0.000,1,-4.183,0.000,0.000,0.000
5327.000,0,0,0.000,0.000,0.021,0.000,0,-0.938,0.419,0.461,0.315
5328.000,0,0,0.000,0.000,0.021,0.000,1,-0.130,0.523,2.192,0.687
5329.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5330.000,0,0,0.000,0.000,0.099,0.000,1,-3.608,0.074,0.000,0.000
5331.000,0,0,0.000,0.000,0.033,0.000,1,-0.652,0.456,0.833,0.454
5332.000,0,0,0.000,0.000,1.575,0.000,1,-4.183,0.000,0.000,0.000
5333.000,0,0,0.000,0.000,0.032,0.000,1,-0.622,0.459,0.883,0.469
5334.000,0,0,0.000,0.000,0.556,0.000,0,-4.183,0.000,0.000,0.000
5335.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5336.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5337.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5338.000,1,0,0.000,0.000,0.018,0.000,0,-2.115,0.267,0.020,0.019
5339.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5340.000,0,0,0.000,0.000,0.032,0.005,0,-1.140,0.393,0.294,0.227
5341.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5342.000,0,0,0.000,0.000,0.006,0.000,1,0.567,0.613,6.669,0.870
5343.000,0,0,0.000,0.116,0.112,0.000,0,0.822,0.646,9.617,0.906
5344.000,0,1,0.000,0.023,0.022,0.005,0,1.855,0.779,35.905,0.973
5345.000,0,1,0.000,0.055,0.033,0.011,0,3.369,0.974,172.292,0.994
5346.000,0,1,0.000,0.001,0.023,0.001,0,0.577,0.614,6.769,0.871
5347.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5348.000,0,0,0.000,0.000,0.001,0.000,0,-0.049,0.533,2.519,0.716
5349.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5350.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5351.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5352.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5353.000,0,0,0.000,0.000,0.006,0.001,1,0.614,0.619,7.151,0.877
5354.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5355.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5356.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5357.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5358.000,0,0,0.000,0.000,0.014,0.000,1,0.197,0.565,3.774,0.791
5359.000,0,0,0.000,0.000,0.025,0.000,1,-0.272,0.505,1.705,0.630
5360.000,0,0,0.000,0.000,0.014,0.000,0,-0.610,0.461,0.906,0.475
5361.000,0,0,0.000,0.000,0.011,0.000,1,0.337,0.583,4.712,0.825
5362.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5363.000,0,0,0.000,0.000,0.000,0.000,1,0.818,0.645,9.566,0.905
5364.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5365.000,0,0,0.000,0.000,0.008,0.000,1,0.447,0.597,5.577,0.848
5366.000,0,0,0.000,0.007,0.000,0.000,0,0.353,0.585,4.830,0.828
5367.000,0,1,0.011,0.000,0.011,0.000,0,0.605,0.618,7.054,0.876
5368.000,0,0,0.508,0.000,0.508,0.467,0,-4.183,0.000,0.000,0.000
5369.000,0,0,0.044,0.000,0.044,0.000,0,-3.433,0.097,0.000,0.000
5370.000,0,0,0.000,0.000,0.020,0.000,1,-0.092,0.528,2.341,0.701
5371.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5372.000,0,0,0.000,0.000,0.020,0.000,1,-0.060,0.532,2.473,0.712
5373.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5374.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5375.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5376.000,0,0,0.000,0.000,1.245,0.000,0,-4.183,0.000,0.000,0.000
5377.000,0,0,0.000,0.024,0.036,0.000,1,0.453,0.598,5.622,0.849
5378.000,0,0,0.000,0.016,0.071,0.000,1,-1.519,0.344,0.115,0.103
5379.000,0,0,0.037,0.016,0.037,0.000,0,-2.067,0.273,0.023,0.022
5380.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5381.000,0,1,0.000,0.000,0.000,0.000,1,2.279,0.834,57.775,0.983
5382.000,0,0,0.000,0.000,8.795,0.000,1,-4.183,0.000,0.000,0.000
5383.000,0,1,0.000,0.000,0.000,0.000,0,1.461,0.728,22.367,0.957
5384.000,0,0,0.000,0.000,0.012,0.000,0,-0.516,0.473,1.085,0.520
5385.000,0,0,0.000,0.000,0.022,0.048,0,1.479,0.731,22.871,0.958
5386.000,0,0,0.000,0.000,0.028,0.070,0,2.400,0.849,65.784,0.985
5387.000,0,0,0.000,0.000,0.283,0.000,1,-4.183,0.000,0.000,0.000
5388.000,0,0,0.000,0.000,0.025,0.000,1,-0.299,0.501,1.625,0.619
5389.000,0,0,0.000,0.000,1.082,0.000,0,-4.183,0.000,0.000,0.000
5390.000,0,0,0.000,0.000,0.737,0.000,1,-4.183,0.000,0.000,0.000
5391.000,0,0,0.000,0.000,0.025,0.000,1,-0.280,0.504,1.681,0.627
5392.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5393.000,0,0,0.000,0.000,1.970,0.000,0,-4.183,0.000,0.000,0.000
5394.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5395.000,0,0,0.000,0.000,0.018,0.000,0,-0.788,0.438,0.632,0.387
5396.000,0,0,0.000,0.000,0.053,0.000,1,-1.521,0.343,0.115,0.103
5397.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5398.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5399.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5400.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5401.000,0,0,0.000,0.000,0.003,0.000,1,0.668,0.626,7.725,0.885
5402.000,1,0,0.000,0.000,0.087,0.000,0,-4.183,0.000,0.000,0.000
5403.000,1,0,0.000,0.000,0.027,0.000,0,-2.530,0.213,0.004,0.004
5404.000,1,0,0.000,0.000,0.077,0.001,0,-4.183,0.000,0.000,0.000
5405.000,1,0,0.000,0.000,0.063,0.000,0,-4.110,0.009,0.000,0.000
5406.000,0,0,0.000,0.000,0.509,0.000,0,-4.183,0.000,0.000,0.000
5407.000,1,0,0.000,0.000,0.018,0.005,1,-1.056,0.403,0.355,0.262
5408.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5409.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5410.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5411.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5412.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5413.000,0,0,0.000,0.000,0.021,0.000,0,-0.952,0.417,0.447,0.309
5414.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5415.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5416.000,0,0,0.000,0.000,0.010,0.000,1,0.395,0.591,5.148,0.837
5417.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5418.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5419.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5420.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5421.000,0,0,0.000,0.000,0.007,0.000,1,0.505,0.605,6.084,0.859
5422.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
5423.000,0,0,0.026,0.000,0.026,0.000,1,-1.172,0.388,0.272,0.214
5424.000,0,0,0.000,0.000,0.017,0.000,0,-0.773,0.440,0.652,0.395
5425.000,0,0,0.000,0.000,0.735,0.000,0,-4.183,0.000,0.000,0.000
5426.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5427.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5428.000,0,0,0.000,0.000,0.038,0.000,0,-1.708,0.319,0.069,0.065
5429.000,0,0,0.000,0.000,2.257,0.000,0,-4.183,0.000,0.000,0.000
5430.000,0,0,0.000,0.000,0.024,0.000,0,-1.062,0.403,0.350,0.259
5431.000,0,0,0.000,0.002,0.031,0.000,1,-0.468,0.479,1.190,0.543
5432.000,0,0,0.000,0.000,0.773,0.000,0,-4.183,0.000,0.000,0.000
5433.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5434.000,0,0,0.000,0.045,0.045,0.000,1,1.077,0.679,13.640,0.932
5435.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5436.000,0,0,0.000,0.000,0.000,0.000,1,0.818,0.645,9.566,0.905
5437.000,0,0,0.000,0.000,0.063,0.000,1,-1.981,0.284,0.030,0.029
5438.000,0,1,0.000,0.000,0.028,0.000,0,0.198,0.565,3.782,0.791
5439.000,0,1,0.000,0.000,1.670,0.000,1,-4.183,0.000,0.000,0.000
5440.000,0,0,0.000,0.000,1.194,0.000,0,-4.183,0.000,0.000,0.000
5441.000,0,1,0.000,0.000,0.022,0.000,1,1.317,0.710,18.649,0.949
5442.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5443.000,0,0,0.000,0.000,0.034,0.000,0,-1.510,0.345,0.118,0.106
5444.000,0,0,0.000,0.000,0.023,0.000,0,-1.024,0.408,0.381,0.276
5445.000,0,0,0.000,0.000,0.028,0.050,0,1.333,0.712,19.027,0.950
5446.000,0,0,0.000,0.000,1.874,0.000,0,-4.183,0.000,0.000,0.000
5447.000,0,0,0.000,0.000,0.187,0.000,1,-4.183,0.000,0.000,0.000
5448.000,0,0,0.000,0.000,4.443,0.000,0,-4.183,0.000,0.000,0.000
5449.000,0,0,0.000,0.000,0.248,0.000,1,-4.183,0.000,0.000,0.000
5450.000,0,0,0.000,0.000,12.212,0.000,1,-4.183,0.000,0.000,0.000
5451.000,0,0,0.000,0.000,9.439,0.000,1,-4.183,0.000,0.000,0.000
5452.000,0,0,0.000,0.000,0.299,0.013,1,-4.183,0.000,0.000,0.000
5453.000,0,0,0.000,0.000,0.043,0.000,1,-1.079,0.401,0.338,0.252
5454.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
5455.000,0,0,0.000,0.000,0.022,0.000,0,-1.000,0.411,0.402,0.287
5456.000,0,0,0.000,0.000,0.128,0.000,0,-4.183,0.000,0.000,0.000
5457.000,0,0,0.000,0.000,0.000,0.000,1,0.818,0.645,9.566,0.905
5458.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5459.000,0,0,0.000,0.011,0.026,0.011,1,0.795,0.642,9.265,0.903
5460.000,0,0,0.000,0.047,0.042,0.021,1,2.372,0.846,63.867,0.985
5461.000,0,0,0.000,0.004,0.000,0.004,0,0.450,0.598,5.598,0.848
5462.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5463.000,0,0,0.000,0.000,0.015,0.003,1,0.321,0.581,4.592,0.821
5464.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5465.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5466.000,1,0,0.000,0.000,0.021,0.001,1,-1.385,0.361,0.163,0.140
5467.000,0,0,0.000,0.000,4.308,0.000,0,-4.183,0.000,0.000,0.000
5468.000,1,0,0.000,0.000,0.091,0.000,0,-4.183,0.000,0.000,0.000
5469.000,1,0,0.000,0.000,1.242,0.000,0,-4.183,0.000,0.000,0.000
5470.000,0,0,0.000,0.000,0.678,0.120,0,-4.183,0.000,0.000,0.000
5471.000,0,0,0.000,0.000,0.015,0.000,0,-0.676,0.453,0.795,0.443
5472.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5473.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5474.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5475.000,0,1,0.000,0.000,0.342,0.000,1,-4.183,0.000,0.000,0.000
5476.000,0,1,0.000,0.000,0.007,0.000,0,1.166,0.690,15.335,0.939
5477.000,0,0,0.000,0.023,0.034,0.027,1,1.874,0.781,36.675,0.973
5478.000,0,0,0.000,0.000,0.674,0.000,0,-4.183,0.000,0.000,0.000
5479.000,0,0,0.000,0.000,0.464,0.000,0,-4.183,0.000,0.000,0.000
5480.000,0,1,0.000,0.000,0.000,0.000,0,1.461,0.728,22.367,0.957
5481.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5482.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5483.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5484.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5485.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5486.000,1,0,0.000,0.000,0.016,0.003,0,-1.879,0.297,0.042,0.040
5487.000,0,0,0.000,0.000,0.006,0.000,0,-0.254,0.507,1.762,0.638
5488.000,0,0,0.045,0.018,0.071,0.000,0,-3.738,0.057,0.000,0.000
5489.000,0,0,0.000,0.000,0.022,0.000,0,-0.966,0.415,0.434,0.303
5490.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5491.000,0,0,0.000,0.000,0.795,0.000,0,-4.183,0.000,0.000,0.000
5492.000,0,0,0.000,0.000,0.039,0.000,0,-1.740,0.315,0.063,0.059
5493.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5494.000,0,0,0.000,8.389,10.696,0.000,1,-4.183,0.000,0.000,0.000
5495.000,0,0,0.000,0.113,0.121,0.000,1,1.126,0.685,14.549,0.936
5496.000,0,0,0.000,0.464,0.507,0.000,1,1.609,0.747,26.819,0.964
5497.000,0,0,0.000,0.000,9.385,0.000,0,-4.183,0.000,0.000,0.000
5498.000,0,0,0.000,0.000,0.020,0.000,0,-0.869,0.428,0.534,0.348
5499.000,0,0,0.000,0.000,0.008,0.000,0,-0.342,0.495,1.502,0.600
5500.000,0,1,0.000,0.000,0.016,0.000,0,0.758,0.637,8.790,0.898
5501.000,0,1,0.000,0.000,0.146,0.000,1,-4.183,0.000,0.000,0.000
5502.000,0,0,0.000,0.000,0.039,0.000,0,-1.718,0.318,0.067,0.063
5503.000,0,0,0.000,0.000,0.898,0.000,0,-4.183,0.000,0.000,0.000
5504.000,0,0,0.000,0.000,0.023,0.000,0,-1.025,0.407,0.381,0.276
5505.000,0,0,0.000,0.000,0.108,0.000,0,-4.183,0.000,0.000,0.000
5506.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5507.000,0,0,0.000,0.000,0.048,0.000,1,-1.305,0.371,0.198,0.166
5508.000,0,0,0.000,0.000,0.078,0.000,1,-2.667,0.196,0.002,0.002
5509.000,1,0,0.000,0.000,0.041,0.000,1,-2.337,0.238,0.009,0.009
5510.000,0,0,0.000,0.000,0.866,0.015,1,-4.183,0.000,0.000,0.000
5511.000,0,0,0.000,0.000,2.295,0.041,1,-4.183,0.000,0.000,0.000
5512.000,1,0,0.000,0.000,0.026,0.000,0,-2.488,0.219,0.005,0.005
5513.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5514.000,0,1,0.000,0.000,0.000,0.000,0,1.461,0.728,22.366,0.957
5515.000,0,0,0.000,0.000,0.007,0.000,0,-0.291,0.502,1.648,0.622
5516.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5517.000,0,0,0.000,0.086,0.038,0.053,1,6.162,1.335,1567.032,0.999
5518.000,0,0,0.000,0.000,0.004,0.000,1,0.638,0.622,7.404,0.881
5519.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5520.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5521.000,0,0,0.000,0.000,6.690,0.000,0,-4.183,0.000,0.000,0.000
5522.000,0,0,0.000,0.000,0.017,0.000,1,0.058,0.547,3.010,0.751
5523.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
5524.000,1,0,0.000,0.000,0.145,0.000,0,-4.183,0.000,0.000,0.000
5525.000,1,0,0.000,0.000,0.022,0.011,1,-0.940,0.418,0.459,0.315
5526.000,0,0,0.000,0.000,0.037,0.012,1,-0.214,0.512,1.891,0.654
5527.000,0,0,0.000,0.000,0.019,0.000,1,-0.048,0.534,2.524,0.716
5528.000,0,1,0.000,0.010,0.010,0.003,1,2.494,0.861,72.672,0.986
5529.000,0,0,0.000,0.000,0.096,0.000,1,-3.470,0.092,0.000,0.000
5530.000,0,0,0.000,0.000,0.632,0.000,0,-4.183,0.000,0.000,0.000
5531.000,0,0,0.000,0.000,0.640,0.000,0,-4.183,0.000,0.000,0.000
5532.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5533.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5534.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5535.000,0,0,0.000,0.000,0.017,0.000,1,0.078,0.550,3.112,0.757
5536.000,1,0,0.000,0.000,0.053,0.010,0,-3.172,0.131,0.000,0.000
5537.000,0,0,0.000,0.000,2.437,0.086,0,-4.183,0.000,0.000,0.000
5538.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5539.000,0,0,0.000,0.000,0.009,0.003,0,-0.263,0.506,1.734,0.634
5540.000,0,0,0.001,0.000,0.016,0.000,1,0.073,0.549,3.089,0.755
5541.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5542.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5543.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5544.000,0,0,0.000,1.900,2.070,0.000,1,4.204,1.082,359.802,0.997
5545.000,0,0,0.000,0.038,0.172,0.000,1,-4.183,0.000,0.000,0.000
5546.000,0,0,0.000,0.000,0.049,0.000,0,-2.158,0.261,0.017,0.017
5547.000,0,0,0.000,0.000,0.093,0.000,0,-4.135,0.006,0.000,0.000
5548.000,0,0,0.000,0.000,1.011,0.000,0,-4.183,0.000,0.000,0.000
5549.000,0,0,0.000,0.000,0.926,0.000,0,-4.183,0.000,0.000,0.000
5550.000,0,0,0.000,0.000,0.025,0.000,0,-1.127,0.394,0.303,0.232
5551.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5552.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
5553.000,0,0,0.000,0.000,0.262,0.000,0,-4.183,0.000,0.000,0.000
5554.000,0,0,0.000,0.000,2.356,0.000,1,-4.183,0.000,0.000,0.000
5555.000,0,1,0.000,0.000,2.077,0.000,1,-4.183,0.000,0.000,0.000
5556.000,0,0,0.000,0.000,0.050,0.000,1,-1.421,0.356,0.149,0.129
5557.000,0,0,0.000,0.000,0.038,0.000,1,-0.865,0.428,0.538,0.350
5558.000,0,0,0.000,0.000,1.388,0.000,0,-4.183,0.000,0.000,0.000
